purchase_order_number,line_number,sku,quantity_ordered,unit_cost_gbp,line_status
PO-2024-01060,2,VALV-1091,43,69.59,Received in full
PO-2024-01060,3,VALV-1080,22,128.96,Received in full
PO-2024-01060,4,VALV-1065,24,93.92,Received in full
PO-2024-01061,1,ELEC-1150,75,14.96,Part received
PO-2024-01061,2,HEAT-1211,7,407.43,Part received
PO-2024-01061,3,VENT-1119,22,632.11,Received in full
PO-2024-01062,1,RENW-1171,6,725.63,Received in full
PO-2024-01062,2,DRAIN-1009,24,7.21,Received in full
PO-2024-01063,1,HEAT-1124,24,489.13,Received in full
PO-2024-01064,1,TOOL-1175,36,2.78,Received in full
PO-2024-01065,1,RENW-1081,3,2086.32,Received in full
PO-2024-01065,2,RENW-1042,6,782.71,Received in full
PO-2024-01066,1,RENW-1105,5,2679.6,Received in full
PO-2024-01066,2,VALV-1187,17,11.15,Received in full
PO-2024-01066,3,DRAIN-1179,145,102.11,Received in full
PO-2024-01066,4,HEAT-1168,5,487.11,Received in full
PO-2024-01067,1,VALV-1215,21,21.34,Received in full
PO-2024-01067,2,ELEC-1214,168,1.39,Received in full
PO-2024-01067,3,VENT-1115,6,40.89,Received in full
PO-2024-01068,1,PIPE-1029,465,4.26,Received in full
PO-2024-01068,2,TOOL-1201,36,11.9,Received in full
PO-2024-01069,1,VALV-1084,15,111.84,Received in full
PO-2024-01069,2,VALV-1091,17,68.16,Part received
PO-2024-01070,1,PIPE-1142,228,0.43,Received in full
PO-2025-01071,1,HEAT-1112,5,304.7,Received in full
PO-2025-01072,1,ELEC-1107,180,2.43,Part received
PO-2025-01073,1,HEAT-1082,14,209.13,Part received
PO-2025-01074,1,HEAT-1137,7,611.09,Received in full
PO-2025-01075,1,DRAIN-1016,53,74.06,Received in full
PO-2025-01075,2,PIPE-1004,248,1.61,Part received
PO-2025-01075,3,TOOL-1087,51,2.23,Received in full
PO-2025-01075,4,ELEC-1036,76,2.33,Received in full
PO-2025-01076,1,DRAIN-1122,24,38.99,Received in full
PO-2025-01077,1,VALV-1110,20,11.58,Received in full
PO-2025-01078,1,PIPE-1214,152,0.41,Received in full
PO-2025-01078,2,PIPE-1168,806,0.89,Part received
PO-2025-01078,3,RENW-1100,60,664.77,Received in full
PO-2025-01078,4,TOOL-1163,40,6.74,Received in full
PO-2025-01079,1,PIPE-1165,510,10.88,Part received
PO-2025-01079,2,HEAT-1203,30,466.92,Received in full
PO-2025-01080,1,RENW-1180,18,1909.52,Received in full
PO-2025-01080,2,VENT-1095,21,144.02,Received in full
PO-2025-01080,3,HEAT-1022,6,213.5,Received in full
PO-2025-01080,4,DRAIN-1082,24,6.19,Received in full
PO-2025-01081,1,PIPE-1029,405,4.27,Part received
PO-2025-01081,2,DRAIN-1095,55,107.43,Received in full
PO-2025-01082,1,DRAIN-1179,55,103.71,Part received
PO-2025-01082,2,TOOL-1219,36,0.86,Received in full
PO-2025-01082,3,HEAT-1130,5,669.03,Received in full
PO-2025-01083,1,VALV-1091,17,68.4,Received in full
PO-2025-01083,2,VALV-1084,15,110.43,Received in full
PO-2025-01084,1,DRAIN-1106,132,7.54,Part received
PO-2025-01085,1,PIPE-1070,150,13.11,Received in full
PO-2025-01086,1,TOOL-1192,36,4.17,Received in full
PO-2025-01086,2,PIPE-1201,1984,11.74,Part received
PO-2025-01087,1,HEAT-1203,30,472.87,Part received
PO-2025-01088,1,HEAT-1142,28,349.47,Part received
PO-2025-01088,2,TOOL-1077,240,1.93,Part received
PO-2025-01088,3,TOOL-1067,258,5.78,Part received
PO-2025-01089,1,PIPE-1109,504,3.41,Part received
PO-2025-01090,1,VALV-1187,17,11.02,Received in full
PO-2025-01090,2,RENW-1192,8,1169.85,Received in full
PO-2025-01090,3,RENW-1201,3,1009.06,Received in full
PO-2025-01090,4,VALV-1102,29,60.77,Part received
PO-2025-01091,1,ELEC-1150,85,15.08,Received in full
PO-2025-01091,2,ELEC-1217,210,102.14,Part received
PO-2025-01091,3,HEAT-1211,8,404.56,Received in full
PO-2025-01092,1,PIPE-1119,288,6.9,Received in full
PO-2025-01093,1,HEAT-1082,9,204.36,Received in full
PO-2025-01094,1,VALV-1007,32,11.55,Received in full
PO-2025-01094,2,TOOL-1219,52,0.87,Received in full
PO-2025-01094,3,TOOL-1128,612,2.56,Part received
PO-2025-01095,1,HEAT-1124,10,646.83,Received in full
PO-2025-01095,2,HEAT-1059,5,271.45,Received in full
PO-2025-01096,1,ELEC-1049,338,35.08,Part received
PO-2025-01096,2,PIPE-1142,156,0.43,Received in full
PO-2025-01097,1,PIPE-1135,150,4.03,Part received
PO-2025-01097,2,VALV-1007,25,11.55,Received in full
PO-2025-01097,3,PIPE-1101,260,1.79,Part received
PO-2025-01098,1,RENW-1031,8,2074.8,Received in full
PO-2025-01098,2,ELEC-1049,364,34.53,Part received
PO-2025-01098,3,DRAIN-1158,112,78.89,Received in full
PO-2025-01099,1,VALV-1163,15,73.21,Received in full
PO-2025-01100,1,VALV-1192,55,37.93,Part received
PO-2025-01100,2,VALV-1080,22,127.98,Received in full
PO-2025-01100,3,VALV-1084,37,110.68,Part received
PO-2025-01100,4,PIPE-1061,414,2.12,Part received
PO-2025-01101,1,DRAIN-1047,81,173.11,Received in full
PO-2025-01102,1,HEAT-1211,7,411.36,Received in full
PO-2025-01102,2,ELEC-1217,182,104.34,Part received
PO-2025-01102,3,TOOL-1092,60,30.42,Received in full
PO-2025-01103,1,ELEC-1217,98,102.12,Received in full
PO-2025-01103,2,HEAT-1211,5,409.22,Received in full
PO-2025-01104,1,PIPE-1094,198,7.71,Part received
PO-2025-01104,2,ELEC-1008,630,3.54,Part received
PO-2025-01104,3,ELEC-1184,273,80.17,Part received
PO-2025-01105,1,VALV-1110,23,11.66,Received in full
PO-2025-01105,2,VALV-1113,15,9.03,Received in full
PO-2025-01106,1,ELEC-1197,71,55.4,Part received
PO-2025-01106,2,VENT-1176,6,43.36,Received in full
PO-2025-01106,3,PIPE-1135,180,4.05,Received in full
PO-2025-01106,4,ELEC-1031,54,1.9,Received in full
PO-2025-01107,1,VALV-1065,20,93.53,Received in full
PO-2025-01107,2,VALV-1204,19,37.93,Received in full
PO-2025-01108,1,RENW-1100,13,651.96,Received in full
PO-2025-01108,2,HEAT-1142,5,441.49,Received in full
PO-2025-01108,3,PIPE-1101,150,1.76,Received in full
PO-2025-01109,1,TOOL-1071,364,2.74,Part received
PO-2025-01110,1,VALV-1110,15,11.87,Received in full
PO-2025-01111,1,HEAT-1203,30,473.93,Part received
PO-2025-01111,2,DRAIN-1161,154,5.72,Part received
PO-2025-01112,1,RENW-1081,3,2039.4,Received in full
PO-2025-01112,2,DRAIN-1214,35,35.24,Received in full
PO-2025-01112,3,VENT-1043,12,47.02,Received in full
PO-2025-01113,1,PIPE-1142,150,0.43,Received in full
PO-2025-01114,1,HEAT-1200,8,944.9,Received in full
PO-2025-01114,2,RENW-1053,15,2524.51,Received in full
PO-2025-01114,3,PIPE-1044,672,14.83,Part received
PO-2025-01115,1,RENW-1018,3,1798.83,Received in full
PO-2025-01115,2,PIPE-1189,155,1.12,Received in full
PO-2025-01116,1,ELEC-1107,156,2.48,Part received
PO-2025-01117,1,ELEC-1008,630,3.48,Part received
PO-2025-01118,1,HEAT-1192,7,259.29,Received in full
PO-2025-01119,1,ELEC-1143,116,16.23,Received in full
PO-2025-01120,1,VALV-1121,38,82.49,Received in full
PO-2025-01120,2,ELEC-1046,54,53.09,Part received
PO-2025-01121,1,PIPE-1126,150,7.54,Received in full
PO-2025-01122,1,HEAT-1016,66,384.79,Part received
PO-2025-01122,2,PIPE-1017,858,0.49,Part received
PO-2025-01122,3,ELEC-1094,408,2.33,Part received
PO-2025-01123,1,ELEC-1214,204,1.41,Part received
PO-2025-01124,1,HEAT-1082,15,207.63,Part received
PO-2025-01125,1,HEAT-1130,10,661.98,Received in full
PO-2025-01125,2,HEAT-1161,6,778.84,Received in full
PO-2025-01125,3,RENW-1158,3,2813.59,Received in full
PO-2025-01125,4,DRAIN-1016,53,75.23,Received in full
PO-2025-01126,1,HEAT-1161,12,598.38,Received in full
PO-2025-01126,2,TOOL-1077,240,1.92,Part received
PO-2025-01127,1,ELEC-1162,54,23.86,Received in full
PO-2025-01128,1,DRAIN-1095,62,107.94,Received in full
PO-2025-01128,2,VALV-1163,15,73.65,Part received
PO-2025-01129,1,TOOL-1205,48,1.17,Received in full
PO-2025-01129,2,PIPE-1119,1876,5.2,Part received
PO-2025-01129,3,ELEC-1046,196,37.08,Part received
PO-2025-01129,4,TOOL-1144,90,1.06,Part received
PO-2025-01130,1,RENW-1087,21,1014.22,Received in full
PO-2025-01130,2,PIPE-1004,208,1.62,Part received
PO-2025-01130,3,TOOL-1219,37,0.86,Received in full
PO-2025-01131,1,DRAIN-1179,55,104.21,Received in full
PO-2025-01132,1,ELEC-1134,56,86.45,Received in full
PO-2025-01133,1,ELEC-1117,224,2.55,Part received
PO-2025-01133,2,VENT-1168,24,149.5,Part received
PO-2025-01133,3,DRAIN-1113,114,11.61,Part received
PO-2025-01133,4,TOOL-1092,182,22.7,Part received
PO-2025-01134,1,VENT-1168,9,212.98,Received in full
PO-2025-01134,2,VENT-1119,26,637.58,Received in full
PO-2025-01134,3,DRAIN-1051,24,127.64,Received in full
PO-2025-01135,1,VALV-1007,18,11.69,Received in full
PO-2025-01136,1,VENT-1095,26,143.32,Received in full
PO-2025-01136,2,PIPE-1101,370,1.79,Part received
PO-2025-01136,3,RENW-1087,27,1013.9,Received in full
PO-2025-01136,4,PIPE-1206,240,0.55,Part received
PO-2025-01137,1,RENW-1081,3,2091.83,Received in full
PO-2025-01138,1,VALV-1121,42,83.82,Received in full
PO-2025-01139,1,ELEC-1025,54,29.26,Received in full
PO-2025-01139,2,PIPE-1135,150,4.12,Received in full
PO-2025-01140,1,TOOL-1175,36,2.76,Received in full
PO-2025-01140,2,PIPE-1119,600,6.92,Part received
PO-2025-01140,3,PIPE-1070,150,13.2,Received in full
PO-2025-01140,4,VENT-1084,19,39.16,Received in full
PO-2025-01141,1,VALV-1121,55,83.46,Part received
PO-2025-01142,1,RENW-1100,26,665.98,Received in full
PO-2025-01142,2,TOOL-1128,510,2.5,Part received
PO-2025-01142,3,HEAT-1022,6,213.98,Received in full
PO-2025-01142,4,HEAT-1109,5,239.02,Received in full
PO-2025-01143,1,DRAIN-1106,47,9.62,Received in full
PO-2025-01144,1,TOOL-1137,45,21.05,Received in full
PO-2025-01144,2,PIPE-1206,168,0.54,Part received
PO-2025-01145,1,VALV-1187,17,11.28,Received in full
PO-2025-01145,2,VENT-1149,11,47.86,Received in full
PO-2025-01145,3,VALV-1007,32,11.49,Received in full
PO-2025-01145,4,TOOL-1137,52,21.57,Received in full
PO-2025-01146,1,VALV-1215,21,20.88,Received in full
PO-2025-01146,2,HEAT-1033,7,781.19,Received in full
PO-2025-01147,1,ELEC-1204,145,17.62,Received in full
PO-2025-01147,2,RENW-1186,4,1413.42,Received in full
PO-2025-01147,3,VALV-1130,19,18.27,Received in full
PO-2025-01147,4,VENT-1158,6,113.92,Received in full
PO-2025-01148,1,ELEC-1088,125,13.16,Received in full
PO-2025-01149,1,PIPE-1214,152,0.43,Received in full
PO-2025-01149,2,HEAT-1130,8,670.71,Received in full
PO-2025-01150,1,TOOL-1021,36,1.67,Received in full
PO-2025-01151,1,ELEC-1217,266,101.41,Part received
PO-2025-01151,2,TOOL-1092,85,30.29,Part received
PO-2025-01152,1,VALV-1091,43,69.6,Received in full
PO-2025-01152,2,VALV-1204,21,38.08,Received in full
PO-2025-01152,3,VALV-1080,22,129.75,Received in full
PO-2025-01152,4,VALV-1140,15,19.47,Received in full
PO-2025-01153,1,ELEC-1081,54,14.74,Received in full
PO-2025-01154,1,ELEC-1214,144,1.39,Part received
PO-2025-01155,1,ELEC-1107,72,2.46,Received in full
PO-2025-01155,2,TOOL-1077,42,2.57,Part received
PO-2025-01156,1,DRAIN-1113,24,15.34,Received in full
PO-2025-01157,1,HEAT-1137,7,611.33,Received in full
PO-2025-01158,1,HEAT-1082,14,207.89,Received in full
PO-2025-01159,1,ELEC-1134,104,86.5,Part received
PO-2025-01159,2,DRAIN-1161,52,7.7,Received in full
PO-2025-01160,1,HEAT-1064,24,212.67,Received in full
PO-2025-01160,2,TOOL-1155,72,26.73,Received in full
PO-2025-01160,3,DRAIN-1204,96,5.08,Part received
PO-2025-01160,4,TOOL-1149,90,2.43,Part received
PO-2025-01161,1,PIPE-1029,180,4.31,Received in full
PO-2025-01162,1,PIPE-1135,150,4.03,Received in full
PO-2025-01162,2,PIPE-1004,152,1.59,Received in full
PO-2025-01163,1,PIPE-1017,858,0.5,Part received
PO-2025-01164,1,PIPE-1165,208,14.05,Received in full
PO-2025-01164,2,TOOL-1018,80,1.11,Part received
PO-2025-01164,3,PIPE-1186,152,0.92,Part received
PO-2025-01164,4,PIPE-1168,930,0.88,Part received
PO-2025-01165,1,RENW-1000,8,1708.6,Received in full
PO-2025-01165,2,PIPE-1119,288,6.88,Received in full
PO-2025-01166,1,VENT-1019,66,42.68,Part received
PO-2025-01167,1,DRAIN-1047,100,171.82,Received in full
PO-2025-01168,1,RENW-1152,6,1909.82,Received in full
PO-2025-01168,2,RENW-1035,9,1409.34,Received in full
PO-2025-01168,3,ELEC-1134,112,88.01,Received in full
PO-2025-01168,4,ELEC-1194,68,50.48,Received in full
PO-2025-01169,1,VENT-1019,66,42.82,Part received
PO-2025-01169,2,ELEC-1131,378,14.66,Part received
PO-2025-01170,1,HEAT-1103,20,199.09,Received in full
PO-2025-01170,2,HEAT-1142,31,440.45,Part received
PO-2025-01170,3,HEAT-1168,15,480.61,Received in full
PO-2025-01170,4,HEAT-1182,14,434.61,Received in full
PO-2025-01170,5,RENW-1068,9,2855.01,Received in full
PO-2025-01170,6,RENW-1070,12,1001.43,Received in full
PO-2025-01170,7,RENW-1127,12,1230.67,Received in full
PO-2025-01170,8,RENW-1180,63,1916.95,Received in full
PO-2025-01170,9,RENW-1192,23,1166.19,Part received
PO-2025-01170,10,RENW-1201,11,1002.45,Received in full
PO-2025-01170,11,PIPE-1004,696,1.62,Part received
PO-2025-01170,12,PIPE-1135,522,4.02,Received in full
PO-2025-01170,13,VALV-1075,41,27.02,Received in full
PO-2025-01170,14,VALV-1187,59,11.06,Received in full
PO-2025-01170,15,VALV-1196,47,35.79,Received in full
PO-2025-01170,16,ELEC-1025,152,28.89,Received in full
PO-2025-01170,17,ELEC-1075,204,29.45,Received in full
PO-2025-01170,18,VENT-1026,22,52.97,Received in full
PO-2025-01170,19,VENT-1040,19,25.97,Received in full
PO-2025-01170,20,VENT-1053,22,31.66,Received in full
PO-2025-01170,21,VENT-1080,23,81.37,Received in full
PO-2025-01170,22,VENT-1185,21,71.45,Received in full
PO-2025-01170,23,VENT-1192,24,499.48,Received in full
PO-2025-01170,24,DRAIN-1075,81,61.1,Part received
PO-2025-01170,25,TOOL-1003,123,28.27,Received in full
PO-2025-01170,26,TOOL-1037,133,1.93,Received in full
PO-2025-01170,27,TOOL-1124,113,22.09,Part received
PO-2025-01170,28,TOOL-1219,145,0.86,Received in full
PO-2025-01171,1,HEAT-1112,5,311.43,Received in full
PO-2025-01171,2,RENW-1010,7,2820.87,Received in full
PO-2025-01172,1,VENT-1095,56,145.06,Received in full
PO-2025-01172,2,TOOL-1018,241,1.12,Received in full
PO-2025-01172,3,ELEC-1197,148,55.08,Received in full
PO-2025-01172,4,PIPE-1186,572,0.92,Part received
PO-2025-01173,1,HEAT-1211,7,413.07,Received in full
PO-2025-01174,1,RENW-1100,33,665.38,Received in full
PO-2025-01174,2,VENT-1095,25,142.76,Received in full
PO-2025-01174,3,HEAT-1142,17,431.3,Received in full
PO-2025-01174,4,TOOL-1137,101,21.41,Received in full
PO-2025-01174,5,TOOL-1219,99,0.87,Part received
PO-2025-01175,1,ELEC-1204,60,17.21,Part received
PO-2025-01176,1,RENW-1100,230,656.67,Received in full
PO-2025-01176,2,HEAT-1130,51,665.47,Received in full
PO-2025-01176,3,PIPE-1004,968,1.59,Part received
PO-2025-01176,4,TOOL-1137,228,21.6,Received in full
PO-2025-01176,5,TOOL-1087,209,2.22,Part received
PO-2025-01177,1,ELEC-1107,228,2.48,Part received
PO-2025-01177,2,TOOL-1077,126,2.54,Part received
PO-2025-01177,3,PIPE-1025,1007,2.34,Part received
PO-2025-01178,1,RENW-1112,12,709.59,Received in full
PO-2025-01179,1,VALV-1007,64,11.78,Received in full
PO-2025-01180,1,VALV-1007,54,11.62,Received in full
PO-2025-01181,1,VALV-1065,15,91.92,Part received
PO-2025-01181,2,VALV-1204,15,38.04,Part received
PO-2025-01182,1,ELEC-1150,55,14.87,Received in full
PO-2025-01183,1,VALV-1007,104,11.77,Received in full
PO-2025-01183,2,VALV-1102,128,60.94,Received in full
PO-2025-01184,1,ELEC-1036,290,2.28,Received in full
PO-2025-01185,1,VENT-1115,6,40.43,Received in full
PO-2025-01185,2,ELEC-1214,168,1.4,Part received
PO-2025-01186,1,TOOL-1163,125,6.71,Received in full
PO-2025-01187,1,RENW-1100,95,665.02,Received in full
PO-2025-01187,2,PIPE-1165,624,13.98,Part received
PO-2025-01188,1,PIPE-1064,232,8.07,Part received
PO-2025-01189,1,DRAIN-1179,185,104.43,Received in full
PO-2025-01190,1,PIPE-1109,504,3.42,Part received
PO-2025-01190,2,TOOL-1214,36,9.88,Received in full
PO-2025-01190,3,VENT-1084,21,39.24,Received in full
PO-2025-01191,1,PIPE-1206,510,0.55,Part received
PO-2025-01192,1,TOOL-1087,95,2.17,Received in full
PO-2025-01193,1,DRAIN-1016,205,73.41,Received in full
PO-2025-01194,1,RENW-1158,11,2802.79,Received in full
PO-2025-01194,2,TOOL-1137,176,21.1,Received in full
PO-2025-01195,1,TOOL-1003,99,28.07,Received in full
PO-2025-01196,1,HEAT-1082,9,207.0,Received in full
PO-2025-01197,1,ELEC-1036,169,2.28,Received in full
PO-2025-01197,2,PIPE-1214,508,0.42,Received in full
PO-2025-01198,1,HEAT-1211,5,409.18,Received in full
PO-2025-01199,1,PIPE-1201,5061,9.58,Part received
PO-2025-01200,1,TOOL-1021,76,1.71,Received in full
PO-2025-01201,1,DRAIN-1047,33,172.86,Received in full
PO-2025-01202,1,HEAT-1130,32,664.52,Received in full
PO-2025-01202,2,RENW-1022,19,1196.64,Received in full
PO-2025-01202,3,ELEC-1102,136,11.34,Received in full
PO-2025-01202,4,VENT-1149,42,48.19,Received in full
PO-2025-01202,5,DRAIN-1179,465,103.79,Part received
PO-2025-01203,1,HEAT-1211,8,409.85,Received in full
PO-2025-01203,2,DRAIN-1204,42,6.88,Part received
PO-2025-01203,3,HEAT-1158,5,1026.46,Received in full
PO-2025-01203,4,RENW-1122,5,1122.12,Received in full
PO-2025-01204,1,PIPE-1142,180,0.43,Part received
PO-2025-01204,2,ELEC-1049,364,34.2,Received in full
PO-2025-01205,1,VALV-1154,28,47.3,Received in full
PO-2025-01205,2,VALV-1084,84,82.48,Received in full
PO-2025-01206,1,DRAIN-1214,35,35.28,Part received
PO-2025-01206,2,HEAT-1192,7,260.86,Received in full
PO-2025-01206,3,RENW-1081,3,2046.9,Received in full
PO-2025-01207,1,ELEC-1204,130,17.16,Received in full
PO-2025-01208,1,RENW-1000,8,1678.71,Received in full
PO-2025-01208,2,PIPE-1109,216,3.38,Part received
PO-2025-01209,1,VALV-1121,17,82.32,Received in full
PO-2025-01210,1,PIPE-1206,816,0.55,Received in full
PO-2025-01210,2,HEAT-1142,40,434.92,Received in full
PO-2025-01211,1,RENW-1171,6,716.33,Received in full
PO-2025-01211,2,VENT-1134,8,46.58,Received in full
PO-2025-01212,1,ELEC-1107,180,2.47,Received in full
PO-2025-01213,1,DRAIN-1084,24,7.53,Part received
PO-2025-01213,2,VENT-1129,9,54.3,Received in full
PO-2025-01214,1,TOOL-1018,278,1.11,Received in full
PO-2025-01215,1,ELEC-1008,171,4.49,Part received
PO-2025-01216,1,ELEC-1217,182,104.1,Received in full
PO-2025-01217,1,VALV-1152,24,9.08,Part received
PO-2025-01217,2,VALV-1065,20,91.64,Received in full
PO-2025-01217,3,PIPE-1061,378,2.12,Part received
PO-2025-01218,1,HEAT-1130,16,665.69,Received in full
PO-2025-01219,1,ELEC-1204,190,17.51,Part received
PO-2025-01220,1,DRAIN-1161,154,5.8,Part received
PO-2025-01221,1,ELEC-1134,144,87.01,Part received
PO-2025-01222,1,HEAT-1064,24,215.51,Received in full
PO-2025-01222,2,PIPE-1119,1876,5.3,Part received
PO-2025-01222,3,PIPE-1025,2079,1.77,Part received
PO-2025-01223,1,HEAT-1082,15,209.2,Received in full
PO-2025-01224,1,RENW-1105,16,2664.67,Received in full
PO-2025-01225,1,ELEC-1094,156,3.22,Part received
PO-2025-01226,1,PIPE-1206,564,0.54,Received in full
PO-2025-01227,1,DRAIN-1179,495,102.89,Received in full
PO-2025-01228,1,PIPE-1029,570,4.38,Part received
PO-2025-01229,1,RENW-1095,9,1746.94,Part received
PO-2025-01230,1,RENW-1145,7,2452.7,Received in full
PO-2025-01230,2,ELEC-1150,85,14.8,Part received
PO-2025-01231,1,ELEC-1005,54,27.46,Received in full
PO-2025-01232,1,VENT-1095,58,144.14,Received in full
PO-2025-01232,2,TOOL-1171,102,16.86,Received in full
PO-2025-01233,1,DRAIN-1122,24,38.63,Received in full
PO-2025-01233,2,HEAT-1200,8,957.81,Received in full
PO-2025-01233,3,TOOL-1067,112,7.41,Part received
PO-2025-01233,4,PIPE-1044,672,14.66,Part received
PO-2025-01234,1,PIPE-1004,440,1.62,Part received
PO-2025-01235,1,PIPE-1101,1070,1.82,Part received
PO-2025-01236,1,HEAT-1073,7,399.89,Received in full
PO-2025-01236,2,PIPE-1061,406,2.03,Part received
PO-2025-01237,1,VENT-1214,61,157.87,Received in full
PO-2025-01237,2,ELEC-1025,146,29.29,Received in full
PO-2025-01238,1,PIPE-1029,180,4.27,Received in full
PO-2025-01239,1,VALV-1007,121,11.76,Received in full
PO-2025-01240,1,PIPE-1135,384,4.06,Received in full
PO-2025-01241,1,DRAIN-1145,24,14.38,Received in full
PO-2025-01241,2,ELEC-1134,56,86.47,Received in full
PO-2025-01242,1,VALV-1192,55,38.39,Part received
PO-2025-01242,2,VALV-1091,43,68.7,Received in full
PO-2025-01243,1,TOOL-1077,240,1.92,Part received
PO-2025-01243,2,TOOL-1067,258,5.92,Part received
PO-2025-01243,3,TOOL-1175,102,2.24,Part received
PO-2025-01244,1,HEAT-1082,20,208.21,Received in full
PO-2025-01245,1,VALV-1024,15,115.99,Received in full
PO-2025-01245,2,DRAIN-1095,62,108.07,Received in full
PO-2025-01245,3,TOOL-1201,36,12.05,Received in full
PO-2025-01245,4,RENW-1061,8,1702.16,Received in full
PO-2025-01246,1,PIPE-1101,850,1.8,Part received
PO-2025-01247,1,DRAIN-1214,29,35.14,Received in full
PO-2025-01248,1,HEAT-1009,5,634.9,Received in full
PO-2025-01249,1,HEAT-1103,20,201.31,Received in full
PO-2025-01249,2,ELEC-1197,191,55.19,Part received
PO-2025-01249,3,DRAIN-1016,175,73.65,Received in full
PO-2025-01249,4,TOOL-1128,1326,2.55,Part received
PO-2025-01250,1,PIPE-1029,465,4.38,Part received
PO-2025-01250,2,VALV-1024,15,117.42,Received in full
PO-2025-01250,3,PIPE-1126,150,7.55,Received in full
PO-2025-01250,4,VENT-1075,6,177.3,Received in full
PO-2025-01251,1,ELEC-1067,54,5.06,Received in full
PO-2025-01251,2,RENW-1152,6,1939.09,Received in full
PO-2025-01251,3,ELEC-1194,68,50.9,Part received
PO-2025-01252,1,ELEC-1162,54,23.45,Received in full
PO-2025-01252,2,HEAT-1151,8,634.42,Part received
PO-2025-01252,3,RENW-1212,4,1980.15,Received in full
PO-2025-01253,1,PIPE-1135,414,4.14,Received in full
PO-2025-01254,1,DRAIN-1130,25,57.45,Received in full
PO-2025-01254,2,VENT-1205,7,24.78,Received in full
PO-2025-01254,3,VALV-1056,33,24.74,Received in full
PO-2025-01255,1,RENW-1100,205,652.07,Received in full
PO-2025-01256,1,TOOL-1128,680,2.52,Received in full
PO-2025-01257,1,ELEC-1143,56,16.16,Received in full
PO-2025-01257,2,PIPE-1064,152,8.07,Part received
PO-2025-01258,1,VALV-1110,15,11.87,Received in full
PO-2025-01259,1,ELEC-1217,210,102.83,Part received
PO-2025-01260,1,VALV-1056,28,24.93,Received in full
PO-2025-01260,2,PIPE-1119,600,6.83,Part received
PO-2025-01261,1,HEAT-1130,21,670.9,Received in full
PO-2025-01262,1,PIPE-1070,150,13.32,Received in full
PO-2025-01263,1,TOOL-1163,184,6.82,Received in full
PO-2025-01263,2,RENW-1087,75,996.94,Part received
PO-2025-01264,1,ELEC-1088,125,13.25,Received in full
PO-2025-01264,2,TOOL-1110,56,20.2,Received in full
PO-2025-01265,1,DRAIN-1106,54,9.6,Part received
PO-2025-01266,1,DRAIN-1138,24,151.79,Received in full
PO-2025-01267,1,ELEC-1117,78,3.47,Part received
PO-2025-01268,1,VALV-1091,17,69.22,Received in full
PO-2025-01268,2,VALV-1084,15,111.58,Received in full
PO-2025-01268,3,VALV-1065,15,94.2,Part received
PO-2025-01269,1,DRAIN-1005,32,6.93,Received in full
PO-2025-01269,2,ELEC-1162,54,23.87,Part received
PO-2025-01270,1,TOOL-1021,76,1.69,Received in full
PO-2025-01270,2,DRAIN-1047,69,171.94,Received in full
PO-2025-01271,1,DRAIN-1186,24,52.89,Part received
PO-2025-01271,2,DRAIN-1122,24,38.65,Received in full
PO-2025-01271,3,TOOL-1155,36,35.92,Received in full
PO-2025-01271,4,HEAT-1073,7,398.46,Part received
PO-2025-01272,1,DRAIN-1095,55,108.06,Received in full
PO-2025-01272,2,VALV-1024,15,115.36,Received in full
PO-2025-01272,3,PIPE-1029,405,4.31,Part received
PO-2025-01273,1,ELEC-1107,72,2.45,Received in full
PO-2025-01274,1,PIPE-1064,200,8.29,Received in full
PO-2025-01275,1,VENT-1119,32,627.16,Part received
PO-2025-01276,1,VALV-1215,21,21.34,Received in full
PO-2025-01276,2,VENT-1115,6,40.77,Received in full
PO-2025-01276,3,DRAIN-1068,24,9.51,Received in full
PO-2025-01277,1,DRAIN-1051,24,128.71,Received in full
PO-2025-01277,2,HEAT-1211,8,403.63,Received in full
PO-2025-01278,1,PIPE-1168,2118,0.7,Part received
PO-2025-01278,2,TOOL-1071,364,2.8,Part received
PO-2025-01278,3,TOOL-1092,182,22.75,Part received
PO-2025-01278,4,PIPE-1025,2079,1.8,Part received
PO-2025-01279,1,HEAT-1082,14,207.9,Received in full
PO-2025-01280,1,PIPE-1038,468,1.06,Part received
PO-2025-01281,1,DRAIN-1161,24,7.78,Received in full
PO-2025-01282,1,VENT-1119,10,634.42,Received in full
PO-2025-01282,2,ELEC-1217,98,103.43,Part received
PO-2025-01283,1,ELEC-1214,66,1.41,Received in full
PO-2025-01284,1,RENW-1000,42,1354.46,Part received
PO-2025-01285,1,VALV-1152,66,6.48,Received in full
PO-2025-01286,1,HEAT-1124,10,648.2,Received in full
PO-2025-01287,1,PIPE-1201,1984,11.8,Part received
PO-2025-01287,2,VALV-1130,19,18.2,Received in full
PO-2025-01287,3,ELEC-1204,145,17.39,Received in full
PO-2025-01288,1,RENW-1100,13,775.46,Received in full
PO-2025-01288,2,PIPE-1206,150,0.65,Part received
PO-2025-01289,1,VALV-1084,84,81.8,Received in full
PO-2025-01289,2,TOOL-1144,90,1.05,Part received
PO-2025-01289,3,PIPE-1044,1666,11.15,Part received
PO-2025-01289,4,PIPE-1061,990,1.5,Part received
PO-2025-01290,1,VENT-1084,48,30.88,Received in full
PO-2025-01290,2,TOOL-1031,147,11.09,Part received
PO-2025-01290,3,PIPE-1150,791,0.29,Part received
