receipt_reference,line_number,purchase_order_number,purchase_order_line_number,warehouse_code,receipt_date,quantity_received,quantity_rejected
GRN-2024-02272,1,PO-2024-00877,1,BRS,2024-11-26,29,0
GRN-2024-02273,1,PO-2024-00916,1,DAV,2024-11-26,54,0
GRN-2024-02274,1,PO-2024-00916,3,DAV,2024-11-26,24,0
GRN-2024-02275,1,PO-2024-00943,1,WAR,2024-11-26,76,0
GRN-2024-02276,1,PO-2024-00950,1,DAV,2024-11-26,12,0
GRN-2024-02277,1,PO-2024-00950,2,DAV,2024-11-26,21,0
GRN-2024-02278,1,PO-2024-00951,1,DAV,2024-11-26,8,0
GRN-2024-02279,1,PO-2024-00951,2,DAV,2024-11-26,179,1
GRN-2024-02280,1,PO-2024-00952,2,WAR,2024-11-26,25,0
GRN-2024-02281,1,PO-2024-00952,3,WAR,2024-11-26,151,1
GRN-2024-02282,1,PO-2024-00954,1,LIV,2024-11-26,175,0
GRN-2024-02283,1,PO-2024-00954,2,LIV,2024-11-26,240,0
GRN-2024-02284,1,PO-2024-00954,3,LIV,2024-11-26,13,0
GRN-2024-02285,1,PO-2024-00963,1,WAR,2024-11-26,151,1
GRN-2024-02286,1,PO-2024-00932,2,DAV,2024-11-27,6,0
GRN-2024-02287,1,PO-2024-00957,1,DAV,2024-11-27,464,1
GRN-2024-02288,1,PO-2024-00957,2,DAV,2024-11-27,62,0
GRN-2024-02289,1,PO-2024-00958,1,DAV,2024-11-27,29,0
GRN-2024-02290,1,PO-2024-00958,2,DAV,2024-11-27,75,1
GRN-2024-02291,1,PO-2024-00958,3,DAV,2024-11-27,3,0
GRN-2024-02292,1,PO-2024-00958,4,DAV,2024-11-27,26,0
GRN-2024-02293,1,PO-2024-00758,1,LIV,2024-11-28,34,2
GRN-2024-02294,1,PO-2024-00840,1,BRS,2024-11-28,15,0
GRN-2024-02295,1,PO-2024-00904,2,BRS,2024-11-28,68,0
GRN-2024-02296,1,PO-2024-00906,4,DAV,2024-11-28,11,0
GRN-2024-02297,1,PO-2024-00963,2,WAR,2024-11-28,36,0
GRN-2024-02298,1,PO-2024-00963,3,WAR,2024-11-28,149,1
GRN-2024-02299,1,PO-2024-00963,4,WAR,2024-11-28,46,0
GRN-2024-02300,1,PO-2024-00965,1,BRS,2024-11-28,66,0
GRN-2024-02301,1,PO-2024-00741,1,WAR,2024-11-29,42,0
GRN-2024-02302,1,PO-2024-00741,2,WAR,2024-11-29,460,8
GRN-2024-02303,1,PO-2024-00745,1,LIV,2024-11-29,42,0
GRN-2024-02304,1,PO-2024-00900,1,BRS,2024-11-29,17,0
GRN-2024-02305,1,PO-2024-00926,1,BRS,2024-11-29,5,0
GRN-2024-02306,1,PO-2024-00941,2,DAV,2024-11-29,254,0
GRN-2024-02307,1,PO-2024-00960,2,BRS,2024-11-29,56,0
GRN-2024-02308,1,PO-2024-00967,1,LIV,2024-11-29,228,0
GRN-2024-02309,1,PO-2024-00881,1,LIV,2024-12-02,73,0
GRN-2024-02310,1,PO-2024-00932,1,DAV,2024-12-02,25,0
GRN-2024-02311,1,PO-2024-00954,4,LIV,2024-12-02,45,1
GRN-2024-02312,1,PO-2024-00960,1,BRS,2024-12-02,24,0
GRN-2024-02313,1,PO-2024-00976,4,DAV,2024-12-02,53,0
GRN-2024-02314,1,PO-2024-00977,2,DAV,2024-12-02,54,0
GRN-2024-02315,1,PO-2024-00754,3,DAV,2024-12-03,90,0
GRN-2024-02316,1,PO-2024-00901,1,DAV,2024-12-03,6,0
GRN-2024-02317,1,PO-2024-00913,1,WAR,2024-12-03,20,0
GRN-2024-02318,1,PO-2024-00913,2,WAR,2024-12-03,37,0
GRN-2024-02319,1,PO-2024-00913,3,WAR,2024-12-03,13,0
GRN-2024-02320,1,PO-2024-00940,1,DAV,2024-12-03,85,0
GRN-2024-02321,1,PO-2024-00940,2,DAV,2024-12-03,9,0
GRN-2024-02322,1,PO-2024-00940,4,DAV,2024-12-03,8,0
GRN-2024-02323,1,PO-2024-00944,1,LIV,2024-12-03,14,0
GRN-2024-02324,1,PO-2024-00954,4,LIV,2024-12-03,16,0
GRN-2024-02325,1,PO-2024-00975,1,WAR,2024-12-03,156,0
GRN-2024-02326,1,PO-2024-00702,1,DAV,2024-12-04,191,7
GRN-2024-02327,1,PO-2024-00752,1,DAV,2024-12-04,24,0
GRN-2024-02328,1,PO-2024-00754,1,DAV,2024-12-04,82,2
GRN-2024-02329,1,PO-2024-00754,2,DAV,2024-12-04,127,5
GRN-2024-02330,1,PO-2024-00758,2,LIV,2024-12-04,128,4
GRN-2024-02331,1,PO-2024-00758,3,LIV,2024-12-04,1620,46
GRN-2024-02332,1,PO-2024-00909,1,DAV,2024-12-04,49,1
GRN-2024-02333,1,PO-2024-00910,1,DAV,2024-12-04,49,0
GRN-2024-02334,1,PO-2024-00933,1,WAR,2024-12-04,9,0
GRN-2024-02335,1,PO-2024-00976,1,DAV,2024-12-04,2,0
GRN-2024-02336,1,PO-2024-00976,2,DAV,2024-12-04,5,0
GRN-2024-02337,1,PO-2024-00976,3,DAV,2024-12-04,180,0
GRN-2024-02338,1,PO-2024-00977,1,DAV,2024-12-04,8,0
GRN-2024-02339,1,PO-2024-00977,3,DAV,2024-12-04,5,0
GRN-2024-02340,1,PO-2024-00654,1,DAV,2024-12-05,838,20
GRN-2024-02341,1,PO-2024-00762,1,DAV,2024-12-05,49,0
GRN-2024-02342,1,PO-2024-00762,2,DAV,2024-12-05,28,0
GRN-2024-02343,1,PO-2024-00762,3,DAV,2024-12-05,19,1
GRN-2024-02344,1,PO-2024-00762,4,DAV,2024-12-05,45,0
GRN-2024-02345,1,PO-2024-00814,1,BRS,2024-12-05,47,1
GRN-2024-02346,1,PO-2024-00913,4,WAR,2024-12-05,373,5
GRN-2024-02347,1,PO-2024-00932,1,DAV,2024-12-05,10,0
GRN-2024-02348,1,PO-2024-00939,2,DAV,2024-12-05,6,0
GRN-2024-02349,1,PO-2024-00940,3,DAV,2024-12-05,41,1
GRN-2024-02350,1,PO-2024-00955,1,DAV,2024-12-05,3,0
GRN-2024-02351,1,PO-2024-00979,1,WAR,2024-12-05,83,0
GRN-2024-02352,1,PO-2024-00982,1,BRS,2024-12-05,36,0
GRN-2024-02353,1,PO-2024-00983,1,WAR,2024-12-05,46,1
GRN-2024-02354,1,PO-2024-00984,1,BRS,2024-12-05,24,0
GRN-2024-02355,1,PO-2024-00774,1,BRS,2024-12-06,82,2
GRN-2024-02356,1,PO-2024-00920,2,DAV,2024-12-06,11,0
GRN-2024-02357,1,PO-2024-00959,2,DAV,2024-12-06,105,0
GRN-2024-02358,1,PO-2024-00985,1,LIV,2024-12-06,190,0
GRN-2024-02359,1,PO-2024-00989,3,BRS,2024-12-06,54,0
GRN-2024-02360,1,PO-2024-00814,2,BRS,2024-12-09,136,2
GRN-2024-02361,1,PO-2024-00955,2,DAV,2024-12-09,46,0
GRN-2024-02362,1,PO-2024-00955,3,DAV,2024-12-09,60,0
GRN-2024-02363,1,PO-2024-00956,1,DAV,2024-12-09,6,0
GRN-2024-02364,1,PO-2024-00959,1,DAV,2024-12-09,178,2
GRN-2024-02365,1,PO-2024-00964,1,BRS,2024-12-09,9,0
GRN-2024-02366,1,PO-2024-00979,2,WAR,2024-12-09,125,0
GRN-2024-02367,1,PO-2024-00988,1,DAV,2024-12-09,71,0
GRN-2024-02368,1,PO-2024-00988,2,DAV,2024-12-09,378,0
GRN-2024-02369,1,PO-2024-00988,3,DAV,2024-12-09,198,0
GRN-2024-02370,1,PO-2024-00988,4,DAV,2024-12-09,42,2
GRN-2024-02371,1,PO-2024-00989,1,BRS,2024-12-09,36,0
GRN-2024-02372,1,PO-2024-00936,1,BRS,2024-12-10,17,0
GRN-2024-02373,1,PO-2024-00955,1,DAV,2024-12-10,3,0
GRN-2024-02374,1,PO-2024-00961,1,DAV,2024-12-10,5,0
GRN-2024-02375,1,PO-2024-00962,1,WAR,2024-12-10,75,0
GRN-2024-02376,1,PO-2024-00979,1,WAR,2024-12-10,47,0
GRN-2024-02377,1,PO-2024-00994,1,DAV,2024-12-10,37,0
GRN-2024-02378,1,PO-2024-00994,2,DAV,2024-12-10,364,0
GRN-2024-02379,1,PO-2024-00995,1,BRS,2024-12-10,6,0
GRN-2024-02380,1,PO-2024-00928,2,DAV,2024-12-11,23,0
GRN-2024-02381,1,PO-2024-00945,1,DAV,2024-12-11,25,0
GRN-2024-02382,1,PO-2024-00966,1,DAV,2024-12-11,54,0
GRN-2024-02383,1,PO-2024-00966,2,DAV,2024-12-11,9,0
GRN-2024-02384,1,PO-2024-00969,1,DAV,2024-12-11,374,4
GRN-2024-02385,1,PO-2024-00971,1,WAR,2024-12-11,17,2
GRN-2024-02386,1,PO-2024-00998,1,DAV,2024-12-11,6,0
GRN-2024-02387,1,PO-2024-00998,2,DAV,2024-12-11,54,0
GRN-2024-02388,1,PO-2024-00998,3,DAV,2024-12-11,290,0
GRN-2024-02389,1,PO-2024-00998,4,DAV,2024-12-11,10,0
GRN-2024-02390,1,PO-2024-00999,1,DAV,2024-12-11,7,0
GRN-2024-02391,1,PO-2024-00999,2,DAV,2024-12-11,15,0
GRN-2024-02392,1,PO-2024-00999,3,DAV,2024-12-11,4,0
GRN-2024-02393,1,PO-2024-01001,1,WAR,2024-12-11,600,0
GRN-2024-02394,1,PO-2024-01001,2,WAR,2024-12-11,19,0
GRN-2024-02395,1,PO-2024-01001,3,WAR,2024-12-11,19,0
GRN-2024-02396,1,PO-2024-01002,1,BRS,2024-12-11,24,0
GRN-2024-02397,1,PO-2024-01002,2,BRS,2024-12-11,41,0
GRN-2024-02398,1,PO-2024-00831,2,DAV,2024-12-12,16,1
GRN-2024-02399,1,PO-2024-00904,2,BRS,2024-12-12,30,0
GRN-2024-02400,1,PO-2024-00972,2,BRS,2024-12-12,15,0
GRN-2024-02401,1,PO-2024-00978,3,DAV,2024-12-12,3,0
GRN-2024-02402,1,PO-2024-00989,2,BRS,2024-12-12,148,2
GRN-2024-02403,1,PO-2024-00997,2,BRS,2024-12-12,74,1
GRN-2024-02404,1,PO-2024-01004,1,DAV,2024-12-12,4,0
GRN-2024-02405,1,PO-2024-01006,1,DAV,2024-12-12,18,0
GRN-2024-02406,1,PO-2024-01007,1,WAR,2024-12-12,8,0
GRN-2024-02407,1,PO-2024-01007,2,WAR,2024-12-12,45,0
GRN-2024-02408,1,PO-2024-01007,3,WAR,2024-12-12,10,0
GRN-2024-02409,1,PO-2024-01010,3,DAV,2024-12-12,7,0
GRN-2024-02410,1,PO-2024-00641,1,BRS,2024-12-13,375,3
GRN-2024-02411,1,PO-2024-00781,1,WAR,2024-12-13,64,2
GRN-2024-02412,1,PO-2024-00987,1,DAV,2024-12-13,7,0
GRN-2024-02413,1,PO-2024-00987,2,DAV,2024-12-13,9,0
GRN-2024-02414,1,PO-2024-00999,4,DAV,2024-12-13,504,0
GRN-2024-02415,1,PO-2024-01008,1,DAV,2024-12-13,6,0
GRN-2024-02416,1,PO-2024-01008,2,DAV,2024-12-13,18,0
GRN-2024-02417,1,PO-2024-01008,3,DAV,2024-12-13,11,0
GRN-2024-02418,1,PO-2024-01009,1,DAV,2024-12-13,54,0
GRN-2024-02419,1,PO-2024-01010,1,DAV,2024-12-13,17,0
GRN-2024-02420,1,PO-2024-01010,2,DAV,2024-12-13,7,0
GRN-2024-02421,1,PO-2024-00791,1,BRS,2024-12-16,270,3
GRN-2024-02422,1,PO-2024-00976,1,DAV,2024-12-16,3,0
GRN-2024-02423,1,PO-2024-01001,3,WAR,2024-12-16,9,0
GRN-2024-02424,1,PO-2024-01011,1,DAV,2024-12-16,54,0
GRN-2024-02425,1,PO-2024-01011,2,DAV,2024-12-16,115,1
GRN-2024-02426,1,PO-2024-01011,3,DAV,2024-12-16,5,0
GRN-2024-02427,1,PO-2024-01011,4,DAV,2024-12-16,8,0
GRN-2024-02428,1,PO-2024-01014,2,DAV,2024-12-16,8,0
GRN-2024-02429,1,PO-2024-00801,1,DAV,2024-12-17,128,3
GRN-2024-02430,1,PO-2024-00820,1,DAV,2024-12-17,196,2
GRN-2024-02431,1,PO-2024-00944,1,LIV,2024-12-17,6,0
GRN-2024-02432,1,PO-2024-00978,2,DAV,2024-12-17,24,0
GRN-2024-02433,1,PO-2024-00978,3,DAV,2024-12-17,2,0
GRN-2024-02434,1,PO-2024-00980,1,WAR,2024-12-17,52,0
GRN-2024-02435,1,PO-2024-00997,3,BRS,2024-12-17,10,0
GRN-2024-02436,1,PO-2024-01014,1,DAV,2024-12-17,15,0
GRN-2024-02437,1,PO-2024-01014,3,DAV,2024-12-17,54,0
GRN-2024-02438,1,PO-2024-01015,1,BRS,2024-12-17,13,0
GRN-2024-02439,1,PO-2024-01015,2,BRS,2024-12-17,18,0
GRN-2024-02440,1,PO-2024-00801,2,DAV,2024-12-18,96,7
GRN-2024-02441,1,PO-2024-00801,3,DAV,2024-12-18,156,4
GRN-2024-02442,1,PO-2024-00801,4,DAV,2024-12-18,72,0
GRN-2024-02443,1,PO-2024-00892,2,DAV,2024-12-18,99,3
GRN-2024-02444,1,PO-2024-00795,2,BRS,2024-12-19,29,1
GRN-2024-02445,1,PO-2024-00807,1,WAR,2024-12-19,373,5
GRN-2024-02446,1,PO-2024-00807,2,WAR,2024-12-19,320,9
GRN-2024-02447,1,PO-2024-00809,1,BRS,2024-12-19,24,0
GRN-2024-02448,1,PO-2024-00809,2,BRS,2024-12-19,2075,43
GRN-2024-02449,1,PO-2024-00913,3,WAR,2024-12-19,11,0
GRN-2024-02450,1,PO-2024-00952,2,WAR,2024-12-19,12,0
GRN-2024-02451,1,PO-2024-00977,2,DAV,2024-12-19,27,0
GRN-2024-02452,1,PO-2024-00986,1,DAV,2024-12-19,15,0
GRN-2024-02453,1,PO-2024-00993,2,DAV,2024-12-19,35,0
GRN-2024-02454,1,PO-2024-01002,2,BRS,2024-12-19,15,0
GRN-2024-02455,1,PO-2024-01017,1,DAV,2024-12-19,5,0
GRN-2024-02456,1,PO-2024-01017,2,DAV,2024-12-19,54,0
GRN-2024-02457,1,PO-2024-01017,3,DAV,2024-12-19,36,0
GRN-2024-02458,1,PO-2024-01017,4,DAV,2024-12-19,5,0
GRN-2024-02459,1,PO-2024-00802,1,BRS,2024-12-20,850,20
GRN-2024-02460,1,PO-2024-00933,1,WAR,2024-12-20,5,0
GRN-2024-02461,1,PO-2024-00971,2,WAR,2024-12-20,11,0
GRN-2024-02462,1,PO-2024-00972,1,BRS,2024-12-20,15,0
GRN-2024-02463,1,PO-2024-00991,1,DAV,2024-12-20,8,0
GRN-2024-02464,1,PO-2024-00991,2,DAV,2024-12-20,110,2
GRN-2024-02465,1,PO-2024-00991,3,DAV,2024-12-20,403,3
GRN-2024-02466,1,PO-2024-00991,4,DAV,2024-12-20,670,2
GRN-2024-02467,1,PO-2024-00993,1,DAV,2024-12-20,12,0
GRN-2024-02468,1,PO-2024-00997,1,BRS,2024-12-20,5,0
GRN-2024-02469,1,PO-2024-01020,1,DAV,2024-12-20,29,0
GRN-2024-02470,1,PO-2024-01020,2,DAV,2024-12-20,36,0
GRN-2024-02471,1,PO-2024-01020,3,DAV,2024-12-20,5,0
GRN-2024-02472,1,PO-2024-01022,1,BRS,2024-12-20,33,0
GRN-2024-02473,1,PO-2024-00801,2,DAV,2024-12-23,41,0
GRN-2024-02474,1,PO-2024-00974,1,WAR,2024-12-23,36,2
GRN-2024-02475,1,PO-2024-01010,1,DAV,2024-12-23,8,0
GRN-2024-02476,1,PO-2024-01010,2,DAV,2024-12-23,5,0
GRN-2024-02477,1,PO-2024-01012,1,WAR,2024-12-23,155,1
GRN-2024-02478,1,PO-2024-01026,2,DAV,2024-12-23,6,0
GRN-2024-02479,1,PO-2024-00997,2,BRS,2024-12-24,23,0
GRN-2024-02480,1,PO-2024-01003,1,DAV,2024-12-24,8,1
GRN-2024-02481,1,PO-2024-00801,1,DAV,2024-12-27,104,3
GRN-2024-02482,1,PO-2024-00971,2,WAR,2024-12-27,9,0
GRN-2024-02483,1,PO-2024-00988,2,DAV,2024-12-27,132,0
GRN-2024-02484,1,PO-2024-01031,1,DAV,2024-12-27,52,0
GRN-2024-02485,1,PO-2024-01033,1,WAR,2024-12-27,104,0
GRN-2024-02486,1,PO-2024-01033,2,WAR,2024-12-27,171,0
GRN-2024-02487,1,PO-2024-01035,1,WAR,2024-12-27,40,0
GRN-2024-02488,1,PO-2024-01035,2,WAR,2024-12-27,119,1
GRN-2024-02489,1,PO-2024-01035,3,WAR,2024-12-27,42,0
GRN-2024-02490,1,PO-2024-01036,1,BRS,2024-12-27,6,0
GRN-2024-02491,1,PO-2024-01037,1,BRS,2024-12-27,180,0
GRN-2024-02492,1,PO-2024-01038,1,BRS,2024-12-27,150,0
GRN-2024-02493,1,PO-2024-01038,2,BRS,2024-12-27,150,0
GRN-2024-02494,1,PO-2024-00762,4,DAV,2024-12-30,32,0
GRN-2024-02495,1,PO-2024-00802,2,BRS,2024-12-30,145,2
GRN-2024-02496,1,PO-2024-00807,2,WAR,2024-12-30,175,6
GRN-2024-02497,1,PO-2024-00978,1,DAV,2024-12-30,209,1
GRN-2024-02498,1,PO-2024-01016,2,WAR,2024-12-30,91,0
GRN-2024-02499,1,PO-2024-01026,1,DAV,2024-12-30,6,0
GRN-2024-02500,1,PO-2024-00990,1,LIV,2024-12-31,30,1
GRN-2024-02501,1,PO-2024-01013,1,DAV,2024-12-31,6,0
GRN-2024-02502,1,PO-2024-01016,1,WAR,2024-12-31,182,0
GRN-2024-02503,1,PO-2024-01043,3,DAV,2024-12-31,928,2
GRN-2025-02504,1,PO-2024-00945,1,DAV,2025-01-02,17,0
GRN-2025-02505,1,PO-2024-00992,1,DAV,2025-01-02,38,0
GRN-2025-02506,1,PO-2024-00992,2,DAV,2025-01-02,24,0
GRN-2025-02507,1,PO-2024-00992,3,DAV,2025-01-02,11,1
GRN-2025-02508,1,PO-2024-00992,4,DAV,2025-01-02,11,0
GRN-2025-02509,1,PO-2024-00996,1,BRS,2025-01-02,17,0
GRN-2025-02510,1,PO-2024-01005,1,DAV,2025-01-02,24,0
GRN-2025-02511,1,PO-2024-01043,1,DAV,2025-01-02,3,0
GRN-2025-02512,1,PO-2024-01043,2,DAV,2025-01-02,54,0
GRN-2025-02513,1,PO-2024-01043,4,DAV,2025-01-02,3,0
GRN-2025-02514,1,PO-2024-01044,3,DAV,2025-01-02,5,0
GRN-2025-02515,1,PO-2024-01045,1,WAR,2025-01-02,43,0
GRN-2025-02516,1,PO-2024-01046,1,WAR,2025-01-02,56,0
GRN-2025-02517,1,PO-2024-01047,1,BRS,2025-01-02,13,0
GRN-2025-02518,1,PO-2024-01055,1,BRS,2025-01-02,33,0
GRN-2025-02519,1,PO-2024-00795,1,BRS,2025-01-03,496,14
GRN-2025-02520,1,PO-2024-00892,3,DAV,2025-01-03,40,2
GRN-2025-02521,1,PO-2024-00920,2,DAV,2025-01-03,4,0
GRN-2025-02522,1,PO-2024-01018,1,BRS,2025-01-03,9,0
GRN-2025-02523,1,PO-2024-01054,1,WAR,2025-01-03,59,0
GRN-2025-02524,1,PO-2024-01054,2,WAR,2025-01-03,16,0
GRN-2025-02525,1,PO-2024-01056,1,BRS,2025-01-03,8,0
GRN-2025-02526,1,PO-2024-00880,3,BRS,2025-01-06,33,3
GRN-2025-02527,1,PO-2024-00894,4,WAR,2025-01-06,88,2
GRN-2025-02528,1,PO-2024-01005,2,DAV,2025-01-06,9,1
GRN-2025-02529,1,PO-2024-01023,1,BRS,2025-01-06,69,3
GRN-2025-02530,1,PO-2024-01029,1,DAV,2025-01-06,8,0
GRN-2025-02531,1,PO-2024-01058,1,DAV,2025-01-06,7,0
GRN-2025-02532,1,PO-2024-01058,2,DAV,2025-01-06,26,0
GRN-2025-02533,1,PO-2024-01058,3,DAV,2025-01-06,8,0
GRN-2025-02534,1,PO-2024-01058,4,DAV,2025-01-06,150,2
GRN-2025-02535,1,PO-2024-00992,1,DAV,2025-01-07,17,0
GRN-2025-02536,1,PO-2024-00999,3,DAV,2025-01-07,4,0
GRN-2025-02537,1,PO-2024-01024,1,DAV,2025-01-07,24,0
GRN-2025-02538,1,PO-2024-01027,2,DAV,2025-01-07,9,0
GRN-2025-02539,1,PO-2024-01061,2,WAR,2025-01-07,6,1
GRN-2025-02540,1,PO-2024-01064,1,WAR,2025-01-07,36,0
GRN-2025-02541,1,PO-2024-01066,2,DAV,2025-01-07,10,0
GRN-2025-02542,1,PO-2024-00848,1,DAV,2025-01-08,9,0
GRN-2025-02543,1,PO-2024-00848,2,DAV,2025-01-08,110,2
GRN-2025-02544,1,PO-2024-00848,3,DAV,2025-01-08,657,11
GRN-2025-02545,1,PO-2024-00853,1,WAR,2025-01-08,178,1
GRN-2025-02546,1,PO-2024-00855,1,BRS,2025-01-08,74,4
GRN-2025-02547,1,PO-2024-00855,2,BRS,2025-01-08,142,2
GRN-2025-02548,1,PO-2024-00855,3,BRS,2025-01-08,220,4
GRN-2025-02549,1,PO-2024-00855,4,BRS,2025-01-08,341,7
GRN-2025-02550,1,PO-2024-00891,1,DAV,2025-01-08,41,1
GRN-2025-02551,1,PO-2024-01027,1,DAV,2025-01-08,68,0
GRN-2025-02552,1,PO-2024-01049,1,LIV,2025-01-08,266,0
GRN-2025-02553,1,PO-2024-01066,1,DAV,2025-01-08,5,0
GRN-2025-02554,1,PO-2024-01067,1,DAV,2025-01-08,21,0
GRN-2025-02555,1,PO-2024-01067,2,DAV,2025-01-08,168,0
GRN-2025-02556,1,PO-2024-01067,3,DAV,2025-01-08,6,0
GRN-2025-02557,1,PO-2024-01034,1,WAR,2025-01-09,38,0
GRN-2025-02558,1,PO-2024-01034,2,WAR,2025-01-09,103,1
GRN-2025-02559,1,PO-2024-01041,1,WAR,2025-01-09,29,0
GRN-2025-02560,1,PO-2024-01068,1,DAV,2025-01-09,465,0
GRN-2025-02561,1,PO-2024-01068,2,DAV,2025-01-09,36,0
GRN-2025-02562,1,PO-2024-01070,1,LIV,2025-01-09,228,0
GRN-2025-02563,1,PO-2024-01040,1,WAR,2025-01-10,103,1
GRN-2025-02564,1,PO-2024-01040,2,WAR,2025-01-10,6,0
GRN-2025-02565,1,PO-2024-01040,3,WAR,2025-01-10,36,0
GRN-2025-02566,1,PO-2024-01051,1,DAV,2025-01-10,8,0
GRN-2025-02567,1,PO-2024-01058,3,DAV,2025-01-10,3,0
GRN-2025-02568,1,PO-2024-01061,1,WAR,2025-01-10,74,1
GRN-2025-02569,1,PO-2024-01066,3,DAV,2025-01-10,145,0
GRN-2025-02570,1,PO-2024-01066,4,DAV,2025-01-10,3,0
GRN-2025-02571,1,PO-2025-01078,3,WAR,2025-01-10,60,0
GRN-2025-02572,1,PO-2024-00990,1,LIV,2025-01-13,24,0
GRN-2025-02573,1,PO-2024-01029,2,DAV,2025-01-13,54,0
GRN-2025-02574,1,PO-2024-01044,2,DAV,2025-01-13,89,1
GRN-2025-02575,1,PO-2025-01075,2,DAV,2025-01-13,247,1
GRN-2025-02576,1,PO-2025-01075,3,DAV,2025-01-13,51,0
GRN-2025-02577,1,PO-2025-01075,4,DAV,2025-01-13,76,0
GRN-2025-02578,1,PO-2025-01078,1,WAR,2025-01-13,152,0
GRN-2025-02579,1,PO-2025-01078,4,WAR,2025-01-13,40,0
GRN-2025-02580,1,PO-2024-00880,1,BRS,2025-01-14,334,8
GRN-2025-02581,1,PO-2024-00880,2,BRS,2025-01-14,176,6
GRN-2025-02582,1,PO-2024-01021,1,WAR,2025-01-14,19,0
GRN-2025-02583,1,PO-2024-01021,2,WAR,2025-01-14,227,1
GRN-2025-02584,1,PO-2024-01042,1,DAV,2025-01-14,15,0
GRN-2025-02585,1,PO-2024-01044,1,DAV,2025-01-14,8,0
GRN-2025-02586,1,PO-2024-01044,4,DAV,2025-01-14,4,0
GRN-2025-02587,1,PO-2024-01048,1,LIV,2025-01-14,20,0
GRN-2025-02588,1,PO-2025-01071,1,DAV,2025-01-14,5,0
GRN-2025-02589,1,PO-2025-01080,1,DAV,2025-01-14,18,0
GRN-2025-02590,1,PO-2025-01080,2,DAV,2025-01-14,21,0
GRN-2025-02591,1,PO-2025-01080,3,DAV,2025-01-14,6,0
GRN-2025-02592,1,PO-2025-01080,4,DAV,2025-01-14,24,0
GRN-2025-02593,1,PO-2025-01081,1,WAR,2025-01-14,404,1
GRN-2025-02594,1,PO-2025-01081,2,WAR,2025-01-14,55,0
GRN-2025-02595,1,PO-2025-01082,1,BRS,2025-01-14,54,1
GRN-2025-02596,1,PO-2025-01082,2,BRS,2025-01-14,36,0
GRN-2025-02597,1,PO-2025-01082,3,BRS,2025-01-14,5,0
GRN-2025-02598,1,PO-2025-01085,1,BRS,2025-01-14,150,0
GRN-2025-02599,1,PO-2024-00848,3,DAV,2025-01-15,189,1
GRN-2025-02600,1,PO-2024-01051,2,DAV,2025-01-15,5,0
GRN-2025-02601,1,PO-2024-01051,3,DAV,2025-01-15,112,0
GRN-2025-02602,1,PO-2024-01057,1,BRS,2025-01-15,12,0
GRN-2025-02603,1,PO-2025-01075,1,DAV,2025-01-15,38,0
GRN-2025-02604,1,PO-2025-01078,2,WAR,2025-01-15,804,2
GRN-2025-02605,1,PO-2025-01086,1,DAV,2025-01-15,36,0
GRN-2025-02606,1,PO-2025-01086,2,DAV,2025-01-15,1983,1
GRN-2025-02607,1,PO-2024-00889,1,WAR,2025-01-16,4941,120
GRN-2025-02608,1,PO-2025-01089,1,DAV,2025-01-16,304,1
GRN-2025-02609,1,PO-2025-01090,1,DAV,2025-01-16,17,0
GRN-2025-02610,1,PO-2025-01090,2,DAV,2025-01-16,8,0
GRN-2025-02611,1,PO-2025-01090,3,DAV,2025-01-16,3,0
GRN-2025-02612,1,PO-2025-01090,4,DAV,2025-01-16,28,1
GRN-2025-02613,1,PO-2025-01092,1,BRS,2025-01-16,288,0
GRN-2025-02614,1,PO-2024-00891,2,DAV,2025-01-17,455,13
GRN-2025-02615,1,PO-2024-00892,1,DAV,2025-01-17,303,5
GRN-2025-02616,1,PO-2024-00893,1,DAV,2025-01-17,70,2
GRN-2025-02617,1,PO-2024-00893,2,DAV,2025-01-17,89,1
GRN-2025-02618,1,PO-2024-00893,3,DAV,2025-01-17,355,9
GRN-2025-02619,1,PO-2024-00893,4,DAV,2025-01-17,9,0
GRN-2025-02620,1,PO-2024-00894,1,WAR,2025-01-17,356,8
GRN-2025-02621,1,PO-2024-00894,2,WAR,2025-01-17,220,4
GRN-2025-02622,1,PO-2024-00894,3,WAR,2025-01-17,81,3
GRN-2025-02623,1,PO-2024-01030,1,DAV,2025-01-17,15,0
GRN-2025-02624,1,PO-2024-01062,1,DAV,2025-01-17,6,0
GRN-2025-02625,1,PO-2024-01062,2,DAV,2025-01-17,24,0
GRN-2025-02626,1,PO-2025-01106,2,DAV,2025-01-17,6,0
GRN-2025-02627,1,PO-2024-01051,4,DAV,2025-01-20,7,0
GRN-2025-02628,1,PO-2024-01065,1,DAV,2025-01-20,3,0
GRN-2025-02629,1,PO-2024-01065,2,DAV,2025-01-20,6,0
GRN-2025-02630,1,PO-2025-01094,1,LIV,2025-01-20,32,0
GRN-2025-02631,1,PO-2025-01094,2,LIV,2025-01-20,52,0
GRN-2025-02632,1,PO-2025-01094,3,LIV,2025-01-20,611,1
GRN-2025-02633,1,PO-2025-01096,1,WAR,2025-01-20,337,1
GRN-2025-02634,1,PO-2025-01096,2,WAR,2025-01-20,156,0
GRN-2025-02635,1,PO-2025-01097,1,WAR,2025-01-20,149,1
GRN-2025-02636,1,PO-2025-01097,2,WAR,2025-01-20,25,0
GRN-2025-02637,1,PO-2025-01097,3,WAR,2025-01-20,258,2
