movement_id,sku,warehouse_code,movement_date,movement_type,quantity,unit_cost_gbp,source_document
15908,RENW-1100,DAV,2024-10-25,Sales issue,-1,664.58,SO-2024-03926
15909,VENT-1168,DAV,2024-10-25,Sales issue,-2,153.09,SO-2024-03926
15910,DRAIN-1051,DAV,2024-10-25,Sales issue,-11,127.19,SO-2024-03926
15911,TOOL-1128,DAV,2024-10-25,Sales issue,-12,2.5,SO-2024-03927
15912,RENW-1087,DAV,2024-10-25,Sales issue,-2,990.97,SO-2024-03932
15913,RENW-1201,DAV,2024-10-25,Sales issue,-1,1006.78,SO-2024-03932
15914,ELEC-1217,DAV,2024-10-25,Sales issue,-21,103.42,SO-2024-03932
15915,ELEC-1184,BRS,2024-10-25,Sales issue,-27,80.07,SO-2024-03943
15916,PIPE-1064,BRS,2024-10-25,Sales issue,-43,8.21,SO-2024-03943
15917,RENW-1087,BRS,2024-10-25,Sales issue,-1,1010.4,SO-2024-03943
15918,TOOL-1219,LIV,2024-10-25,Sales issue,-5,0.86,SO-2024-03947
15919,TOOL-1071,LIV,2024-10-25,Sales issue,-16,2.74,SO-2024-03947
15920,PIPE-1201,LIV,2024-10-25,Sales issue,-32,9.64,SO-2024-03947
15921,ELEC-1049,LIV,2024-10-25,Sales issue,-20,34.54,SO-2024-03947
15922,HEAT-1109,DAV,2024-10-25,Sales issue,-3,242.31,SO-2024-03949
15923,PIPE-1201,DAV,2024-10-25,Sales issue,-27,11.53,SO-2024-03949
15924,VALV-1007,DAV,2024-10-25,Sales issue,-5,11.66,SO-2024-03951
15925,PIPE-1004,DAV,2024-10-25,Sales issue,-54,1.62,SO-2024-03951
15926,DRAIN-1161,DAV,2024-10-25,Sales issue,-6,7.62,SO-2024-03951
15927,VALV-1091,DAV,2024-10-25,Sales issue,-6,68.47,SO-2024-03951
15928,HEAT-1016,DAV,2024-10-25,Sales issue,-1,381.89,SO-2024-03951
15929,VENT-1214,DAV,2024-10-25,Sales issue,-2,158.69,SO-2024-03952
15930,VENT-1119,DAV,2024-10-25,Sales issue,-2,637.19,SO-2024-03952
15931,RENW-1100,DAV,2024-10-25,Sales issue,-1,664.58,SO-2024-03952
15932,ELEC-1094,DAV,2024-10-25,Sales issue,-50,2.3,SO-2024-03952
15933,VALV-1121,DAV,2024-10-25,Sales issue,-2,82.34,SO-2024-03952
15934,RENW-1000,DAV,2024-10-25,Sales issue,-1,1682.99,SO-2024-03953
15935,PIPE-1044,DAV,2024-10-25,Sales issue,-26,11.18,SO-2024-03953
15936,VALV-1187,DAV,2024-10-25,Sales issue,-5,11.21,SO-2024-03953
15937,RENW-1035,DAV,2024-10-25,Sales issue,-1,1426.15,SO-2024-03955
15938,VALV-1137,DAV,2024-10-25,Sales issue,-5,48.8,SO-2024-03955
15939,PIPE-1017,DAV,2024-10-25,Sales issue,-31,0.49,SO-2024-03955
15940,TOOL-1175,DAV,2024-10-25,Sales issue,-24,2.51,SO-2024-03955
15941,ELEC-1143,DAV,2024-10-25,Sales issue,-23,15.86,SO-2024-03955
15942,PIPE-1109,DAV,2024-10-25,Sales issue,-87,3.4,SO-2024-03955
15943,VALV-1196,DAV,2024-10-25,Sales issue,-10,35.52,SO-2024-03957
15944,PIPE-1044,DAV,2024-10-25,Sales issue,-38,11.18,SO-2024-03957
15945,ELEC-1217,DAV,2024-10-25,Sales issue,-11,103.42,SO-2024-03958
15946,RENW-1000,DAV,2024-10-25,Sales issue,-4,1682.99,SO-2024-03958
15947,DRAIN-1005,DAV,2024-10-25,Sales issue,-4,6.9,SO-2024-03958
15948,TOOL-1201,DAV,2024-10-25,Sales issue,-18,11.99,SO-2024-03959
15949,PIPE-1061,DAV,2024-10-25,Sales issue,-81,1.82,SO-2024-03959
15950,VENT-1199,DAV,2024-10-25,Sales issue,-2,65.17,SO-2024-03959
15951,HEAT-1016,DAV,2024-10-25,Sales issue,-1,381.89,SO-2024-03959
15952,HEAT-1203,DAV,2024-10-25,Sales issue,-1,584.27,SO-2024-03959
15953,DRAIN-1158,DAV,2024-10-25,Sales issue,-4,75.29,SO-2024-03959
15954,PIPE-1168,WAR,2024-10-25,Sales issue,-82,0.69,SO-2024-03960
15955,RENW-1100,WAR,2024-10-25,Sales issue,-2,665.38,SO-2024-03961
15956,ELEC-1134,WAR,2024-10-25,Sales issue,-11,87.22,SO-2024-03961
15957,PIPE-1168,WAR,2024-10-25,Sales issue,-34,0.69,SO-2024-03961
15958,HEAT-1016,WAR,2024-10-25,Sales issue,-1,469.33,SO-2024-03961
15959,DRAIN-1106,WAR,2024-10-25,Sales issue,-12,9.14,SO-2024-03962
15960,HEAT-1211,WAR,2024-10-25,Sales issue,-3,405.84,SO-2024-03962
15961,RENW-1100,WAR,2024-10-25,Sales issue,-1,665.38,SO-2024-03962
15962,PIPE-1119,WAR,2024-10-25,Sales issue,-268,6.82,SO-2024-03965
15963,VALV-1056,WAR,2024-10-25,Sales issue,-1,25.04,SO-2024-03965
15964,VALV-1152,BRS,2024-10-25,Sales issue,-3,6.98,SO-2024-03967
15965,ELEC-1107,BRS,2024-10-25,Sales issue,-6,2.45,SO-2024-03967
15966,RENW-1100,BRS,2024-10-25,Sales issue,-2,658.88,SO-2024-03967
15967,TOOL-1144,BRS,2024-10-25,Sales issue,-11,1.05,SO-2024-03967
15968,HEAT-1130,BRS,2024-10-25,Sales issue,-1,660.34,SO-2024-03967
15969,VALV-1091,BRS,2024-10-25,Sales issue,-18,68.99,SO-2024-03969
15970,PIPE-1017,BRS,2024-10-25,Sales issue,-64,0.5,SO-2024-03969
15971,RENW-1000,BRS,2024-10-25,Sales issue,-1,1710.67,SO-2024-03971
15972,TOOL-1128,BRS,2024-10-25,Sales issue,-35,2.14,SO-2024-03971
15973,PIPE-1189,BRS,2024-10-25,Sales issue,-184,1.1,SO-2024-03971
15974,VALV-1091,BRS,2024-10-25,Sales issue,-5,68.99,SO-2024-03971
15975,TOOL-1067,BRS,2024-10-25,Sales issue,-11,6.74,SO-2024-03971
15976,RENW-1087,BRS,2024-10-25,Sales issue,-1,1010.4,SO-2024-03971
15977,ELEC-1094,LIV,2024-10-25,Sales issue,-23,2.3,SO-2024-03972
15978,DRAIN-1095,LIV,2024-10-25,Sales issue,-4,88.82,SO-2024-03972
15979,ELEC-1107,LIV,2024-10-25,Sales issue,-16,2.47,SO-2024-03973
15980,RENW-1100,LIV,2024-10-25,Sales issue,-1,648.5,SO-2024-03973
15981,HEAT-1203,LIV,2024-10-25,Sales issue,-1,489.88,SO-2024-03973
15982,PIPE-1206,LIV,2024-10-25,Sales issue,-68,0.55,SO-2024-03973
15983,HEAT-1064,LIV,2024-10-25,Sales issue,-2,220.34,SO-2024-03973
15984,DRAIN-1016,LIV,2024-10-25,Sales issue,-9,63.48,SO-2024-03973
15985,DRAIN-1179,LIV,2024-10-25,Sales issue,-16,101.85,SO-2024-03973
15986,TOOL-1067,LIV,2024-10-25,Sales issue,-6,5.88,SO-2024-03973
15987,PIPE-1025,LIV,2024-10-25,Sales issue,-98,1.83,SO-2024-03976
15988,TOOL-1128,LIV,2024-10-25,Sales issue,-13,2.09,SO-2024-03976
15989,VENT-1119,LIV,2024-10-25,Sales issue,-3,633.55,SO-2024-03976
15990,DRAIN-1179,LIV,2024-10-25,Sales issue,-10,101.85,SO-2024-03976
15991,TOOL-1031,LIV,2024-10-25,Sales issue,-25,11.18,SO-2024-03976
15992,DRAIN-1047,DAV,2024-10-25,Transfer out,-13,170.97,TRF-2024-0136
15993,DRAIN-1047,BRS,2024-10-25,Transfer in,13,170.97,TRF-2024-0136
15994,VALV-1056,LIV,2024-10-28,Goods receipt,76,19.57,PO-2024-00636
15995,VALV-1084,BRS,2024-10-28,Goods receipt,80,82.2,PO-2024-00652
15996,TOOL-1149,BRS,2024-10-28,Goods receipt,61,2.45,PO-2024-00652
15997,VENT-1214,BRS,2024-10-28,Goods receipt,48,125.84,PO-2024-00652
15998,TOOL-1155,DAV,2024-10-28,Goods receipt,14,31.88,PO-2024-00746
15999,TOOL-1067,LIV,2024-10-28,Goods receipt,143,6.44,PO-2024-00796
16000,ELEC-1158,DAV,2024-10-28,Goods receipt,52,5.04,PO-2024-00815
16001,DRAIN-1009,DAV,2024-10-28,Goods receipt,24,7.13,PO-2024-00815
16002,RENW-1100,LIV,2024-10-28,Goods receipt,61,659.23,PO-2024-00841
16003,DRAIN-1145,BRS,2024-10-28,Goods receipt,24,14.31,PO-2024-00847
16004,VENT-1080,DAV,2024-10-28,Sales issue,-4,81.59,SO-2024-03911
16005,RENW-1100,DAV,2024-10-28,Sales issue,-2,664.58,SO-2024-03911
16006,DRAIN-1161,DAV,2024-10-28,Sales issue,-10,7.62,SO-2024-03911
16007,PIPE-1201,DAV,2024-10-28,Sales issue,-80,11.53,SO-2024-03911
16008,ELEC-1143,DAV,2024-10-28,Sales issue,-51,15.86,SO-2024-03911
16009,RENW-1035,DAV,2024-10-28,Sales issue,-1,1426.15,SO-2024-03911
16010,DRAIN-1179,DAV,2024-10-28,Sales issue,-5,103.38,SO-2024-03911
16011,RENW-1087,LIV,2024-10-28,Sales issue,-1,990.97,SO-2024-03944
16012,VENT-1119,LIV,2024-10-28,Sales issue,-2,633.55,SO-2024-03944
16013,DRAIN-1161,LIV,2024-10-28,Sales issue,-2,5.81,SO-2024-03944
16014,TOOL-1128,LIV,2024-10-28,Sales issue,-15,2.09,SO-2024-03944
16015,RENW-1100,LIV,2024-10-28,Sales issue,-1,659.23,SO-2024-03944
16016,TOOL-1021,LIV,2024-10-28,Sales issue,-9,1.37,SO-2024-03944
16017,DRAIN-1145,DAV,2024-10-28,Sales issue,-7,14.32,SO-2024-03950
16018,ELEC-1214,DAV,2024-10-28,Sales issue,-10,1.38,SO-2024-03950
16019,ELEC-1217,DAV,2024-10-28,Sales issue,-35,103.42,SO-2024-03954
16020,ELEC-1094,WAR,2024-10-28,Sales issue,-20,2.33,SO-2024-03963
16021,TOOL-1128,WAR,2024-10-28,Sales issue,-11,2.54,SO-2024-03964
16022,PIPE-1135,WAR,2024-10-28,Sales issue,-26,4.07,SO-2024-03964
16023,HEAT-1211,WAR,2024-10-28,Sales issue,-1,405.84,SO-2024-03964
16024,DRAIN-1106,WAR,2024-10-28,Sales issue,-7,9.14,SO-2024-03964
16025,ELEC-1036,WAR,2024-10-28,Sales issue,-33,2.32,SO-2024-03966
16026,DRAIN-1016,WAR,2024-10-28,Sales issue,-6,73.56,SO-2024-03966
16027,PIPE-1206,WAR,2024-10-28,Sales issue,-68,0.54,SO-2024-03966
16028,RENW-1100,WAR,2024-10-28,Sales issue,-1,665.38,SO-2024-03966
16029,ELEC-1049,LIV,2024-10-28,Sales issue,-13,34.54,SO-2024-03974
16030,TOOL-1067,LIV,2024-10-28,Sales issue,-7,6.44,SO-2024-03974
16031,DRAIN-1047,LIV,2024-10-28,Sales issue,-8,170.47,SO-2024-03974
16032,ELEC-1094,LIV,2024-10-28,Sales issue,-45,2.3,SO-2024-03974
16033,TOOL-1128,LIV,2024-10-28,Sales issue,-5,2.09,SO-2024-03975
16034,PIPE-1004,DAV,2024-10-28,Sales issue,-29,1.62,SO-2024-03977
16035,RENW-1061,DAV,2024-10-28,Sales issue,-2,1649.12,SO-2024-03977
16036,ELEC-1107,DAV,2024-10-28,Sales issue,-6,2.45,SO-2024-03977
16037,TOOL-1071,DAV,2024-10-28,Sales issue,-10,2.75,SO-2024-03977
16038,RENW-1053,DAV,2024-10-28,Sales issue,-1,1894.59,SO-2024-03977
16039,VALV-1052,DAV,2024-10-28,Sales issue,-4,11.3,SO-2024-03978
16040,HEAT-1082,DAV,2024-10-28,Sales issue,-1,209.73,SO-2024-03978
16041,TOOL-1067,DAV,2024-10-28,Sales issue,-15,6.14,SO-2024-03978
16042,ELEC-1031,DAV,2024-10-28,Sales issue,-31,1.88,SO-2024-03978
16043,DRAIN-1047,DAV,2024-10-28,Sales issue,-7,170.97,SO-2024-03978
16044,RENW-1031,DAV,2024-10-28,Sales issue,-2,2084.14,SO-2024-03979
16045,VENT-1009,DAV,2024-10-28,Sales issue,-1,427.94,SO-2024-03979
16046,TOOL-1128,DAV,2024-10-28,Sales issue,-18,2.5,SO-2024-03979
16047,VENT-1043,DAV,2024-10-28,Sales issue,-3,47.2,SO-2024-03980
16048,VALV-1130,DAV,2024-10-28,Sales issue,-3,18.29,SO-2024-03981
16049,DRAIN-1095,DAV,2024-10-28,Sales issue,-6,87.83,SO-2024-03982
16050,RENW-1070,DAV,2024-10-28,Sales issue,-1,862.19,SO-2024-03982
16051,TOOL-1171,DAV,2024-10-28,Sales issue,-40,16.76,SO-2024-03982
16052,TOOL-1051,DAV,2024-10-28,Sales issue,-16,0.83,SO-2024-03982
16053,VALV-1121,DAV,2024-10-28,Sales issue,-2,82.34,SO-2024-03983
16054,TOOL-1021,WAR,2024-10-28,Sales issue,-9,1.4,SO-2024-03985
16055,VALV-1091,WAR,2024-10-28,Sales issue,-10,50.1,SO-2024-03985
16056,TOOL-1163,WAR,2024-10-28,Sales issue,-17,6.81,SO-2024-03986
16057,VALV-1084,WAR,2024-10-28,Sales issue,-8,99.01,SO-2024-03986
16058,PIPE-1025,WAR,2024-10-28,Sales issue,-33,2.1,SO-2024-03986
16059,DRAIN-1047,WAR,2024-10-28,Sales issue,-7,173.7,SO-2024-03986
16060,PIPE-1201,WAR,2024-10-28,Sales issue,-63,11.65,SO-2024-03987
16061,ELEC-1217,WAR,2024-10-28,Sales issue,-13,102.64,SO-2024-03988
16062,ELEC-1204,WAR,2024-10-28,Sales issue,-12,17.43,SO-2024-03988
16063,VENT-1214,WAR,2024-10-28,Sales issue,-3,157.8,SO-2024-03988
16064,RENW-1087,WAR,2024-10-28,Sales issue,-1,955.31,SO-2024-03988
16065,TOOL-1137,WAR,2024-10-28,Sales issue,-4,21.13,SO-2024-03992
16066,PIPE-1206,BRS,2024-10-28,Sales issue,-82,0.55,SO-2024-03993
16067,ELEC-1107,BRS,2024-10-28,Sales issue,-12,2.45,SO-2024-03993
16068,PIPE-1201,BRS,2024-10-28,Sales issue,-75,9.79,SO-2024-03993
16069,HEAT-1082,BRS,2024-10-28,Sales issue,-2,206.51,SO-2024-03993
16070,HEAT-1124,BRS,2024-10-28,Sales issue,-1,656.89,SO-2024-03994
16071,HEAT-1016,BRS,2024-10-28,Sales issue,-3,469.18,SO-2024-03994
16072,PIPE-1064,BRS,2024-10-28,Sales issue,-56,8.21,SO-2024-03994
16073,TOOL-1175,BRS,2024-10-28,Sales issue,-13,2.79,SO-2024-03994
16074,TOOL-1128,BRS,2024-10-28,Sales issue,-19,2.14,SO-2024-03994
16075,ELEC-1094,LIV,2024-10-28,Sales issue,-12,2.3,SO-2024-03995
16076,TOOL-1128,LIV,2024-10-28,Sales issue,-17,2.09,SO-2024-03995
16077,RENW-1087,LIV,2024-10-28,Sales issue,-1,990.97,SO-2024-03995
16078,VALV-1102,LIV,2024-10-28,Sales issue,-4,48.64,SO-2024-03995
16079,TOOL-1128,LIV,2024-10-28,Sales issue,-9,2.09,SO-2024-03997
16080,TOOL-1031,LIV,2024-10-28,Sales issue,-5,11.18,SO-2024-03997
16081,RENW-1087,LIV,2024-10-28,Sales issue,-1,990.97,SO-2024-03997
16082,ELEC-1094,LIV,2024-10-28,Sales issue,-7,2.3,SO-2024-03997
16083,VENT-1019,LIV,2024-10-28,Sales issue,-1,43.08,SO-2024-03999
16084,RENW-1100,LIV,2024-10-28,Sales issue,-3,659.23,SO-2024-03999
16085,PIPE-1201,LIV,2024-10-28,Sales issue,-30,9.64,SO-2024-03999
16086,ELEC-1094,LIV,2024-10-28,Sales issue,-37,2.3,SO-2024-03999
16087,TOOL-1021,LIV,2024-10-28,Sales issue,-12,1.37,SO-2024-03999
16088,PIPE-1029,LIV,2024-10-28,Sales issue,-70,4.35,SO-2024-03999
16089,ELEC-1134,LIV,2024-10-28,Sales issue,-18,86.4,SO-2024-03999
16090,TOOL-1175,DAV,2024-10-28,Transfer out,-17,2.51,TRF-2024-0137
16091,TOOL-1175,BRS,2024-10-28,Transfer in,17,2.51,TRF-2024-0137
16092,RENW-1000,BRS,2024-10-29,Goods receipt,41,1335.94,PO-2024-00541
16093,DRAIN-1161,LIV,2024-10-29,Goods receipt,151,5.67,PO-2024-00648
16094,VALV-1192,DAV,2024-10-29,Goods receipt,40,38.26,PO-2024-00783
16095,ELEC-1143,DAV,2024-10-29,Goods receipt,28,16.04,PO-2024-00797
16096,TOOL-1137,WAR,2024-10-29,Goods receipt,45,21.16,PO-2024-00846
16097,VENT-1095,WAR,2024-10-29,Goods receipt,18,143.48,PO-2024-00846
16098,PIPE-1142,DAV,2024-10-29,Goods receipt,180,0.43,PO-2024-00849
16099,VENT-1084,WAR,2024-10-29,Goods receipt,19,39.75,PO-2024-00850
16100,ELEC-1143,WAR,2024-10-29,Goods receipt,103,16.51,PO-2024-00851
16101,HEAT-1016,BRS,2024-10-29,Goods receipt,6,460.46,PO-2024-00854
16102,VALV-1056,BRS,2024-10-29,Goods receipt,15,24.83,PO-2024-00854
16103,PIPE-1119,BRS,2024-10-29,Goods receipt,221,6.94,PO-2024-00854
16104,ELEC-1049,DAV,2024-10-29,Sales issue,-17,26.83,SO-2024-03930
16105,RENW-1186,DAV,2024-10-29,Sales issue,-1,1439.98,SO-2024-03930
16106,ELEC-1094,WAR,2024-10-29,Sales issue,-34,2.33,SO-2024-03940
16107,TOOL-1128,WAR,2024-10-29,Sales issue,-12,2.54,SO-2024-03940
16108,PIPE-1168,DAV,2024-10-29,Sales issue,-37,0.87,SO-2024-03956
16109,VENT-1158,DAV,2024-10-29,Sales issue,-2,113.47,SO-2024-03956
16110,VENT-1053,DAV,2024-10-29,Sales issue,-1,31.35,SO-2024-03956
16111,ELEC-1049,BRS,2024-10-29,Sales issue,-29,26.83,SO-2024-03968
16112,HEAT-1064,BRS,2024-10-29,Sales issue,-1,213.16,SO-2024-03968
16113,DRAIN-1016,BRS,2024-10-29,Sales issue,-9,58.54,SO-2024-03968
16114,RENW-1000,BRS,2024-10-29,Sales issue,-1,1335.94,SO-2024-03970
16115,DRAIN-1047,BRS,2024-10-29,Sales issue,-6,170.97,SO-2024-03970
16116,TOOL-1087,BRS,2024-10-29,Sales issue,-11,2.23,SO-2024-03970
16117,HEAT-1004,DAV,2024-10-29,Sales issue,-1,205.59,SO-2024-03984
16118,DRAIN-1051,DAV,2024-10-29,Sales issue,-6,127.19,SO-2024-03984
16119,PIPE-1025,DAV,2024-10-29,Sales issue,-76,1.91,SO-2024-03984
16120,DRAIN-1179,DAV,2024-10-29,Sales issue,-5,103.38,SO-2024-03984
16121,DRAIN-1095,DAV,2024-10-29,Sales issue,-7,87.83,SO-2024-03984
16122,RENW-1122,DAV,2024-10-29,Sales issue,-1,1114.38,SO-2024-03984
16123,ELEC-1094,WAR,2024-10-29,Sales issue,-13,2.33,SO-2024-03990
16124,RENW-1000,WAR,2024-10-29,Sales issue,-1,1710.67,SO-2024-03991
16125,RENW-1100,WAR,2024-10-29,Sales issue,-1,665.38,SO-2024-03991
16126,PIPE-1025,WAR,2024-10-29,Sales issue,-78,2.1,SO-2024-03991
16127,RENW-1100,LIV,2024-10-29,Sales issue,-1,659.23,SO-2024-03998
16128,TOOL-1031,LIV,2024-10-29,Sales issue,-5,11.18,SO-2024-03998
16129,DRAIN-1179,LIV,2024-10-29,Sales issue,-3,101.85,SO-2024-03998
16130,VALV-1215,DAV,2024-10-29,Sales issue,-9,16.79,SO-2024-04003
16131,VALV-1007,WAR,2024-10-29,Sales issue,-2,11.49,SO-2024-04006
16132,ELEC-1150,WAR,2024-10-29,Sales issue,-9,14.9,SO-2024-04006
16133,RENW-1100,WAR,2024-10-29,Sales issue,-1,665.38,SO-2024-04006
16134,TOOL-1110,WAR,2024-10-29,Sales issue,-9,19.46,SO-2024-04007
16135,TOOL-1163,WAR,2024-10-29,Sales issue,-6,6.81,SO-2024-04007
16136,ELEC-1217,WAR,2024-10-29,Sales issue,-24,102.64,SO-2024-04007
16137,DRAIN-1106,WAR,2024-10-29,Sales issue,-11,9.14,SO-2024-04007
16138,RENW-1000,WAR,2024-10-29,Sales issue,-1,1710.67,SO-2024-04007
16139,PIPE-1201,WAR,2024-10-29,Sales issue,-49,11.65,SO-2024-04007
16140,DRAIN-1113,WAR,2024-10-29,Sales issue,-8,12.08,SO-2024-04008
16141,HEAT-1016,WAR,2024-10-29,Sales issue,-1,469.33,SO-2024-04008
16142,PIPE-1061,WAR,2024-10-29,Sales issue,-38,1.83,SO-2024-04009
16143,VALV-1056,WAR,2024-10-29,Sales issue,-4,25.04,SO-2024-04009
16144,PIPE-1201,WAR,2024-10-29,Sales issue,-57,11.65,SO-2024-04009
16145,VENT-1119,WAR,2024-10-29,Sales issue,-1,630.66,SO-2024-04011
16146,VALV-1102,WAR,2024-10-29,Sales issue,-1,56.35,SO-2024-04011
16147,RENW-1100,WAR,2024-10-29,Sales issue,-1,665.38,SO-2024-04011
16148,VALV-1065,WAR,2024-10-29,Sales issue,-3,92.9,SO-2024-04011
16149,DRAIN-1016,WAR,2024-10-29,Sales issue,-15,73.56,SO-2024-04011
16150,PIPE-1135,WAR,2024-10-29,Sales issue,-20,4.07,SO-2024-04012
16151,VALV-1121,WAR,2024-10-29,Sales issue,-4,82.13,SO-2024-04014
16152,VALV-1091,WAR,2024-10-29,Sales issue,-10,50.1,SO-2024-04014
16153,DRAIN-1016,WAR,2024-10-29,Sales issue,-21,73.56,SO-2024-04015
16154,HEAT-1130,WAR,2024-10-29,Sales issue,-1,663.25,SO-2024-04015
16155,DRAIN-1179,BRS,2024-10-29,Sales issue,-6,103.98,SO-2024-04016
16156,TOOL-1067,BRS,2024-10-29,Sales issue,-14,6.74,SO-2024-04016
16157,ELEC-1107,BRS,2024-10-29,Sales issue,-34,2.45,SO-2024-04017
16158,VALV-1192,BRS,2024-10-29,Sales issue,-2,35.73,SO-2024-04017
16159,ELEC-1049,BRS,2024-10-29,Sales issue,-8,26.83,SO-2024-04017
16160,DRAIN-1047,BRS,2024-10-29,Sales issue,-7,170.97,SO-2024-04017
16161,DRAIN-1179,BRS,2024-10-29,Sales issue,-4,103.98,SO-2024-04017
16162,VALV-1110,BRS,2024-10-29,Sales issue,-8,11.68,SO-2024-04017
16163,HEAT-1016,LIV,2024-10-29,Sales issue,-1,376.59,SO-2024-04020
16164,RENW-1000,DAV,2024-10-29,Transfer out,-4,1682.99,TRF-2024-0138
16165,RENW-1000,LIV,2024-10-29,Transfer in,4,1682.99,TRF-2024-0138
16166,TOOL-1110,WAR,2024-10-30,Goods receipt,142,16.18,PO-2024-00692
16167,TOOL-1092,DAV,2024-10-30,Goods receipt,70,25.19,PO-2024-00822
16168,RENW-1100,BRS,2024-10-30,Goods receipt,13,659.48,PO-2024-00859
16169,RENW-1127,DAV,2024-10-30,Sales issue,-1,1241.88,SO-2024-03948
16170,ELEC-1008,DAV,2024-10-30,Sales issue,-14,3.52,SO-2024-03948
16171,ELEC-1094,LIV,2024-10-30,Sales issue,-14,2.3,SO-2024-03996
16172,ELEC-1143,LIV,2024-10-30,Sales issue,-13,12.81,SO-2024-03996
16173,ELEC-1107,LIV,2024-10-30,Sales issue,-43,2.47,SO-2024-03996
16174,VENT-1084,LIV,2024-10-30,Sales issue,-3,31.54,SO-2024-03996
16175,ELEC-1204,LIV,2024-10-30,Sales issue,-25,17.52,SO-2024-03996
16176,DRAIN-1161,LIV,2024-10-30,Sales issue,-28,5.67,SO-2024-03996
16177,ELEC-1008,LIV,2024-10-30,Sales issue,-4,4.21,SO-2024-03996
16178,DRAIN-1095,DAV,2024-10-30,Sales issue,-4,87.83,SO-2024-04000
16179,TOOL-1007,DAV,2024-10-30,Sales issue,-5,1.89,SO-2024-04000
16180,ELEC-1217,DAV,2024-10-30,Sales issue,-21,103.42,SO-2024-04000
16181,PIPE-1088,DAV,2024-10-30,Sales issue,-118,0.27,SO-2024-04001
16182,VALV-1065,DAV,2024-10-30,Sales issue,-5,92.52,SO-2024-04001
16183,PIPE-1135,DAV,2024-10-30,Sales issue,-69,4.08,SO-2024-04002
16184,VALV-1091,DAV,2024-10-30,Sales issue,-6,68.47,SO-2024-04002
16185,VALV-1024,DAV,2024-10-30,Sales issue,-7,116.05,SO-2024-04002
16186,PIPE-1168,DAV,2024-10-30,Sales issue,-21,0.87,SO-2024-04002
16187,ELEC-1131,DAV,2024-10-30,Sales issue,-9,18.8,SO-2024-04004
16188,DRAIN-1005,DAV,2024-10-30,Sales issue,-10,6.9,SO-2024-04004
16189,VENT-1119,DAV,2024-10-30,Sales issue,-1,637.19,SO-2024-04004
16190,PIPE-1126,DAV,2024-10-30,Sales issue,-32,7.5,SO-2024-04005
16191,TOOL-1067,WAR,2024-10-30,Sales issue,-11,6.55,SO-2024-04010
16192,TOOL-1110,WAR,2024-10-30,Sales issue,-33,16.18,SO-2024-04010
16193,RENW-1087,WAR,2024-10-30,Sales issue,-1,955.31,SO-2024-04010
16194,RENW-1100,WAR,2024-10-30,Sales issue,-1,665.38,SO-2024-04010
16195,PIPE-1101,WAR,2024-10-30,Sales issue,-33,1.66,SO-2024-04010
16196,HEAT-1016,WAR,2024-10-30,Sales issue,-1,469.33,SO-2024-04013
16197,VALV-1091,WAR,2024-10-30,Sales issue,-5,50.1,SO-2024-04013
16198,ELEC-1217,LIV,2024-10-30,Sales issue,-13,101.77,SO-2024-04019
16199,ELEC-1088,LIV,2024-10-30,Sales issue,-19,12.23,SO-2024-04019
16200,RENW-1000,LIV,2024-10-30,Sales issue,-1,1682.99,SO-2024-04019
16201,PIPE-1168,LIV,2024-10-30,Sales issue,-49,0.69,SO-2024-04019
16202,DRAIN-1016,LIV,2024-10-30,Sales issue,-42,63.48,SO-2024-04019
16203,VENT-1080,DAV,2024-10-30,Sales issue,-2,81.59,SO-2024-04022
16204,HEAT-1059,DAV,2024-10-30,Sales issue,-1,249.66,SO-2024-04022
16205,DRAIN-1122,DAV,2024-10-30,Sales issue,-11,38.75,SO-2024-04022
16206,RENW-1100,DAV,2024-10-30,Sales issue,-1,664.58,SO-2024-04022
16207,RENW-1000,DAV,2024-10-30,Sales issue,-3,1682.99,SO-2024-04022
16208,TOOL-1128,DAV,2024-10-30,Sales issue,-22,2.5,SO-2024-04023
16209,RENW-1061,DAV,2024-10-30,Sales issue,-1,1649.12,SO-2024-04024
16210,PIPE-1109,DAV,2024-10-30,Sales issue,-50,3.4,SO-2024-04024
16211,TOOL-1047,DAV,2024-10-30,Sales issue,-8,1.01,SO-2024-04024
16212,PIPE-1150,DAV,2024-10-30,Sales issue,-105,0.33,SO-2024-04026
16213,ELEC-1197,DAV,2024-10-30,Sales issue,-14,55.01,SO-2024-04026
16214,HEAT-1073,DAV,2024-10-30,Sales issue,-2,401.11,SO-2024-04026
16215,HEAT-1009,DAV,2024-10-30,Sales issue,-3,640.01,SO-2024-04026
16216,TOOL-1137,DAV,2024-10-30,Sales issue,-7,21.28,SO-2024-04027
16217,ELEC-1184,DAV,2024-10-30,Sales issue,-13,80.07,SO-2024-04027
16218,VALV-1042,DAV,2024-10-30,Sales issue,-3,9.12,SO-2024-04027
16219,RENW-1100,WAR,2024-10-30,Sales issue,-1,665.38,SO-2024-04028
16220,PIPE-1025,WAR,2024-10-30,Sales issue,-122,2.1,SO-2024-04028
16221,VALV-1084,WAR,2024-10-30,Sales issue,-14,99.01,SO-2024-04028
16222,TOOL-1128,WAR,2024-10-30,Sales issue,-33,2.54,SO-2024-04028
16223,DRAIN-1047,WAR,2024-10-30,Sales issue,-5,173.7,SO-2024-04028
16224,HEAT-1130,WAR,2024-10-30,Sales issue,-1,663.25,SO-2024-04029
16225,TOOL-1137,WAR,2024-10-30,Sales issue,-8,21.16,SO-2024-04029
