week_ending_date,sku,warehouse_code,quantity_on_hand,quantity_allocated,quantity_on_order,days_at_zero_in_week,weighted_average_cost_gbp,stock_value_gbp
2024-12-15,DRAIN-1161,BRS,124,0,0,0,5.75,713.0
2024-12-15,DRAIN-1179,BRS,41,0,0,0,103.04,4224.64
2024-12-15,ELEC-1008,BRS,90,0,0,0,3.98,358.2
2024-12-15,ELEC-1036,BRS,92,0,0,0,2.31,212.52
2024-12-15,ELEC-1049,BRS,97,0,870,0,33.27,3227.19
2024-12-15,ELEC-1088,BRS,0,0,348,7,13.25,0.0
2024-12-15,ELEC-1094,BRS,183,0,0,0,2.29,419.07
2024-12-15,ELEC-1107,BRS,45,0,72,0,2.45,110.25
2024-12-15,ELEC-1117,BRS,34,0,224,1,2.54,86.36
2024-12-15,ELEC-1131,BRS,375,0,0,4,14.91,5591.25
2024-12-15,ELEC-1134,BRS,103,0,0,0,85.89,8846.67
2024-12-15,ELEC-1143,BRS,76,0,15,0,16.35,1242.6
2024-12-15,ELEC-1150,BRS,62,0,0,0,14.95,926.9
2024-12-15,ELEC-1184,BRS,0,0,273,3,80.07,0.0
2024-12-15,ELEC-1204,BRS,64,0,0,0,17.26,1104.64
2024-12-15,ELEC-1214,BRS,91,0,0,0,1.4,127.4
2024-12-15,ELEC-1217,BRS,78,0,23,0,103.03,8036.34
2024-12-15,HEAT-1016,BRS,5,0,0,1,471.53,2357.65
2024-12-15,HEAT-1064,BRS,1,0,24,0,243.12,243.12
2024-12-15,HEAT-1082,BRS,3,0,9,0,205.28,615.84
2024-12-15,HEAT-1124,BRS,0,0,24,7,656.89,0.0
2024-12-15,HEAT-1130,BRS,5,0,0,0,658.5,3292.5
2024-12-15,HEAT-1142,BRS,8,0,0,0,362.37,2898.96
2024-12-15,HEAT-1203,BRS,4,2,30,0,583.49,2333.96
2024-12-15,HEAT-1211,BRS,2,0,5,0,407.9,815.8
2024-12-15,PIPE-1004,BRS,242,0,0,0,1.62,392.04
2024-12-15,PIPE-1017,BRS,620,0,0,0,0.5,310.0
2024-12-15,PIPE-1025,BRS,2160,0,0,0,1.83,3952.8
2024-12-15,PIPE-1029,BRS,85,116,0,0,4.26,362.1
2024-12-15,PIPE-1038,BRS,430,0,0,0,1.06,455.8
2024-12-15,PIPE-1044,BRS,1420,0,0,0,11.31,16060.2
2024-12-15,PIPE-1061,BRS,803,0,0,0,1.53,1228.59
2024-12-15,PIPE-1064,BRS,240,0,0,0,8.12,1948.8
2024-12-15,PIPE-1070,BRS,197,0,0,0,13.21,2602.37
2024-12-15,PIPE-1101,BRS,177,0,0,0,1.62,286.74
2024-12-15,PIPE-1109,BRS,277,0,0,0,3.43,950.11
2024-12-15,PIPE-1119,BRS,251,0,0,0,6.95,1744.45
2024-12-15,PIPE-1135,BRS,170,0,0,0,4.11,698.7
2024-12-15,PIPE-1142,BRS,182,0,0,0,0.43,78.26
2024-12-15,PIPE-1150,BRS,835,0,0,0,0.29,242.15
2024-12-15,PIPE-1165,BRS,43,0,510,0,14.27,613.61
2024-12-15,PIPE-1168,BRS,187,0,2118,0,0.88,164.56
2024-12-15,PIPE-1189,BRS,0,0,342,7,1.1,0.0
2024-12-15,PIPE-1201,BRS,2677,0,0,0,9.79,26207.83
2024-12-15,PIPE-1206,BRS,248,0,0,0,0.56,138.88
2024-12-15,PIPE-1214,BRS,225,0,0,0,0.42,94.5
2024-12-15,RENW-1000,BRS,22,2,0,0,1335.94,29390.68
2024-12-15,RENW-1087,BRS,0,0,36,6,1004.66,0.0
2024-12-15,RENW-1100,BRS,2,1,13,0,658.74,1317.48
2024-12-15,TOOL-1018,BRS,72,0,0,0,0.89,64.08
2024-12-15,TOOL-1021,BRS,145,0,0,0,1.34,194.3
2024-12-15,TOOL-1031,BRS,36,0,147,0,11.34,408.24
2024-12-15,TOOL-1067,BRS,213,8,0,0,5.89,1254.57
2024-12-15,TOOL-1071,BRS,221,0,0,0,2.72,601.12
2024-12-15,TOOL-1077,BRS,194,0,0,0,1.98,384.12
2024-12-15,TOOL-1087,BRS,41,0,0,0,2.2,90.2
2024-12-15,TOOL-1092,BRS,77,0,182,0,27.34,2105.18
2024-12-15,TOOL-1110,BRS,0,0,144,7,20.25,0.0
2024-12-15,TOOL-1128,BRS,692,11,0,0,2.14,1480.88
2024-12-15,TOOL-1137,BRS,35,0,0,0,21.22,742.7
2024-12-15,TOOL-1144,BRS,62,0,0,0,1.05,65.1
2024-12-15,TOOL-1149,BRS,94,0,0,0,2.45,230.3
2024-12-15,TOOL-1163,BRS,42,0,0,0,6.78,284.76
2024-12-15,TOOL-1175,BRS,69,0,0,0,2.2,151.8
2024-12-15,TOOL-1182,BRS,69,0,0,0,1.93,133.17
2024-12-15,TOOL-1201,BRS,54,0,0,0,11.83,638.82
2024-12-15,TOOL-1219,BRS,32,0,0,0,0.85,27.2
2024-12-15,VALV-1007,BRS,10,0,18,0,11.7,117.0
2024-12-15,VALV-1056,BRS,10,0,78,3,24.22,242.2
2024-12-15,VALV-1065,BRS,25,0,0,0,93.71,2342.75
2024-12-15,VALV-1084,BRS,71,0,0,0,82.2,5836.2
2024-12-15,VALV-1091,BRS,30,0,0,0,69.09,2072.7
2024-12-15,VALV-1102,BRS,85,0,0,0,49.57,4213.45
2024-12-15,VALV-1110,BRS,12,0,0,0,11.74,140.88
2024-12-15,VALV-1121,BRS,15,0,17,0,83.53,1252.95
2024-12-15,VALV-1152,BRS,47,0,0,0,6.98,328.06
2024-12-15,VALV-1192,BRS,122,0,0,0,27.61,3368.42
2024-12-15,VALV-1204,BRS,7,0,15,2,38.25,267.75
2024-12-15,VENT-1019,BRS,4,0,66,0,59.12,236.48
2024-12-15,VENT-1084,BRS,49,0,0,0,31.77,1556.73
2024-12-15,VENT-1095,BRS,8,0,0,0,143.24,1145.92
2024-12-15,VENT-1119,BRS,10,0,10,0,634.11,6341.1
2024-12-15,VENT-1214,BRS,36,0,0,0,125.84,4530.24
2024-12-15,DRAIN-1005,DAV,6,0,72,0,6.9,41.4
2024-12-15,DRAIN-1009,DAV,35,0,0,0,7.13,249.55
2024-12-15,DRAIN-1016,DAV,64,0,0,0,74.63,4776.32
2024-12-15,DRAIN-1025,DAV,40,0,0,0,59.74,2389.6
2024-12-15,DRAIN-1033,DAV,41,0,0,0,8.74,358.34
2024-12-15,DRAIN-1037,DAV,36,0,0,0,22.65,815.4
2024-12-15,DRAIN-1047,DAV,63,0,27,0,169.58,10683.54
2024-12-15,DRAIN-1051,DAV,25,12,24,0,126.23,3155.75
2024-12-15,DRAIN-1056,DAV,17,0,24,0,23.28,395.76
2024-12-15,DRAIN-1068,DAV,38,0,0,0,9.6,364.8
2024-12-15,DRAIN-1075,DAV,51,0,0,0,62.23,3173.73
2024-12-15,DRAIN-1082,DAV,35,0,0,0,6.11,213.85
2024-12-15,DRAIN-1084,DAV,32,0,0,0,7.41,237.12
2024-12-15,DRAIN-1095,DAV,87,0,0,0,107.51,9353.37
2024-12-15,DRAIN-1098,DAV,29,0,0,0,36.18,1049.22
2024-12-15,DRAIN-1106,DAV,127,0,0,0,7.58,962.66
2024-12-15,DRAIN-1113,DAV,41,0,0,0,11.74,481.34
2024-12-15,DRAIN-1122,DAV,35,0,0,0,38.45,1345.75
2024-12-15,DRAIN-1130,DAV,24,0,8,0,57.35,1376.4
2024-12-15,DRAIN-1138,DAV,34,0,0,0,150.4,5113.6
2024-12-15,DRAIN-1145,DAV,87,0,0,0,14.49,1260.63
2024-12-15,DRAIN-1148,DAV,27,0,0,0,8.81,237.87
2024-12-15,DRAIN-1158,DAV,100,0,0,0,78.15,7815.0
2024-12-15,DRAIN-1161,DAV,81,0,0,0,7.75,627.75
2024-12-15,DRAIN-1173,DAV,41,0,0,0,189.85,7783.85
2024-12-15,DRAIN-1179,DAV,90,4,0,0,103.38,9304.2
2024-12-15,DRAIN-1186,DAV,35,0,0,0,52.1,1823.5
2024-12-15,DRAIN-1192,DAV,17,0,29,0,115.7,1966.9
2024-12-15,DRAIN-1199,DAV,38,0,0,0,5.48,208.24
2024-12-15,DRAIN-1204,DAV,71,0,0,0,6.65,472.15
2024-12-15,DRAIN-1214,DAV,36,0,35,0,34.81,1253.16
2024-12-15,ELEC-1005,DAV,82,0,0,0,27.7,2271.4
2024-12-15,ELEC-1008,DAV,182,0,0,0,4.3,782.6
2024-12-15,ELEC-1014,DAV,19,0,54,0,2.6,49.4
2024-12-15,ELEC-1025,DAV,38,0,54,0,28.96,1100.48
2024-12-15,ELEC-1031,DAV,54,0,0,2,1.88,101.52
2024-12-15,ELEC-1036,DAV,109,0,0,0,2.3,250.7
2024-12-15,ELEC-1046,DAV,116,0,0,0,37.93,4399.88
2024-12-15,ELEC-1049,DAV,213,0,0,0,34.44,7335.72
2024-12-15,ELEC-1057,DAV,84,0,0,0,4.03,338.52
2024-12-15,ELEC-1067,DAV,60,0,0,0,5.17,310.2
2024-12-15,ELEC-1075,DAV,100,0,0,0,28.95,2895.0
2024-12-15,ELEC-1081,DAV,53,0,0,0,14.74,781.22
2024-12-15,ELEC-1088,DAV,54,0,0,0,13.02,703.08
2024-12-15,ELEC-1094,DAV,197,0,0,0,2.91,573.27
2024-12-15,ELEC-1102,DAV,98,0,0,0,11.34,1111.32
2024-12-15,ELEC-1107,DAV,126,0,0,0,2.48,312.48
2024-12-15,ELEC-1117,DAV,70,0,0,0,2.54,177.8
2024-12-15,ELEC-1119,DAV,54,0,54,4,67.99,3671.46
2024-12-15,ELEC-1131,DAV,398,27,0,0,14.96,5954.08
2024-12-15,ELEC-1134,DAV,165,0,0,0,87.04,14361.6
2024-12-15,ELEC-1143,DAV,46,0,116,0,16.15,742.9
2024-12-15,ELEC-1150,DAV,138,0,0,0,14.9,2056.2
2024-12-15,ELEC-1158,DAV,91,0,0,0,5.04,458.64
2024-12-15,ELEC-1162,DAV,54,0,0,0,23.7,1279.8
2024-12-15,ELEC-1171,DAV,27,0,112,0,48.82,1318.14
2024-12-15,ELEC-1176,DAV,82,0,0,0,13.23,1084.86
2024-12-15,ELEC-1184,DAV,127,0,0,0,80.07,10168.89
2024-12-15,ELEC-1194,DAV,63,0,0,0,51.49,3243.87
2024-12-15,ELEC-1197,DAV,108,0,0,0,54.84,5922.72
2024-12-15,ELEC-1204,DAV,206,0,0,0,17.3,3563.8
2024-12-15,ELEC-1214,DAV,87,0,0,0,1.37,119.19
2024-12-15,ELEC-1217,DAV,28,0,210,0,103.42,2895.76
2024-12-15,HEAT-1004,DAV,9,0,0,0,229.37,2064.33
2024-12-15,HEAT-1009,DAV,9,0,0,0,641.69,5775.21
2024-12-15,HEAT-1016,DAV,0,0,66,7,381.89,0.0
2024-12-15,HEAT-1022,DAV,6,0,0,0,213.4,1280.4
2024-12-15,HEAT-1033,DAV,12,0,0,0,787.52,9450.24
2024-12-15,HEAT-1039,DAV,9,0,0,0,263.68,2373.12
2024-12-15,HEAT-1047,DAV,1,0,9,0,366.03,366.03
2024-12-15,HEAT-1054,DAV,5,0,5,0,492.3,2461.5
2024-12-15,HEAT-1059,DAV,8,0,0,0,260.0,2080.0
2024-12-15,HEAT-1064,DAV,6,0,4,0,263.26,1579.56
2024-12-15,HEAT-1073,DAV,9,0,0,0,401.04,3609.36
2024-12-15,HEAT-1082,DAV,0,0,15,7,209.19,0.0
2024-12-15,HEAT-1089,DAV,10,0,0,0,485.2,4852.0
2024-12-15,HEAT-1094,DAV,6,0,5,0,537.87,3227.22
2024-12-15,HEAT-1103,DAV,10,0,0,0,199.66,1996.6
2024-12-15,HEAT-1109,DAV,10,0,0,0,243.06,2430.6
2024-12-15,HEAT-1112,DAV,8,0,0,0,306.31,2450.48
2024-12-15,HEAT-1124,DAV,21,0,0,0,492.84,10349.64
2024-12-15,HEAT-1130,DAV,15,2,0,0,657.28,9859.2
2024-12-15,HEAT-1137,DAV,11,0,0,0,603.3,6636.3
2024-12-15,HEAT-1142,DAV,14,0,0,0,435.56,6097.84
2024-12-15,HEAT-1151,DAV,8,0,0,0,632.56,5060.48
2024-12-15,HEAT-1158,DAV,8,0,0,0,1027.67,8221.36
2024-12-15,HEAT-1161,DAV,6,0,0,4,770.09,4620.54
2024-12-15,HEAT-1168,DAV,4,0,5,0,484.8,1939.2
2024-12-15,HEAT-1175,DAV,5,0,0,0,272.03,1360.15
2024-12-15,HEAT-1182,DAV,5,0,3,0,436.5,2182.5
2024-12-15,HEAT-1192,DAV,14,0,0,0,260.58,3648.12
2024-12-15,HEAT-1200,DAV,0,0,8,5,950.75,0.0
2024-12-15,HEAT-1203,DAV,12,1,5,0,582.57,6990.84
2024-12-15,HEAT-1211,DAV,13,0,0,0,407.89,5302.57
2024-12-15,PIPE-1004,DAV,391,0,0,0,1.63,637.33
2024-12-15,PIPE-1011,DAV,213,0,0,0,0.41,87.33
2024-12-15,PIPE-1017,DAV,645,0,858,0,0.5,322.5
2024-12-15,PIPE-1025,DAV,2067,0,0,0,1.91,3947.97
2024-12-15,PIPE-1029,DAV,383,0,0,0,4.31,1650.73
2024-12-15,PIPE-1038,DAV,188,0,468,0,1.08,203.04
2024-12-15,PIPE-1044,DAV,1727,0,672,0,11.18,19307.86
2024-12-15,PIPE-1054,DAV,208,0,0,0,0.46,95.68
2024-12-15,PIPE-1061,DAV,1051,0,406,0,1.91,2007.41
2024-12-15,PIPE-1064,DAV,262,0,0,0,8.23,2156.26
2024-12-15,PIPE-1070,DAV,286,0,0,0,13.08,3740.88
2024-12-15,PIPE-1079,DAV,40,0,168,0,0.71,28.4
2024-12-15,PIPE-1088,DAV,191,0,308,0,0.27,51.57
2024-12-15,PIPE-1094,DAV,149,0,198,0,7.82,1165.18
2024-12-15,PIPE-1101,DAV,413,0,0,0,1.65,681.45
2024-12-15,PIPE-1109,DAV,565,0,0,0,3.37,1904.05
2024-12-15,PIPE-1117,DAV,193,0,0,0,5.56,1073.08
2024-12-15,PIPE-1119,DAV,906,86,0,0,6.9,6251.4
2024-12-15,PIPE-1126,DAV,245,0,0,0,7.57,1854.65
2024-12-15,PIPE-1135,DAV,281,0,0,0,4.09,1149.29
2024-12-15,PIPE-1142,DAV,269,0,0,0,0.43,115.67
2024-12-15,PIPE-1150,DAV,829,0,791,0,0.35,290.15
2024-12-15,PIPE-1156,DAV,398,0,0,0,0.48,191.04
2024-12-15,PIPE-1165,DAV,200,0,0,0,10.95,2190.0
2024-12-15,PIPE-1168,DAV,438,0,0,0,0.88,385.44
2024-12-15,PIPE-1175,DAV,161,0,160,0,0.28,45.08
2024-12-15,PIPE-1186,DAV,184,0,0,0,0.76,139.84
2024-12-15,PIPE-1189,DAV,299,0,0,0,0.88,263.12
2024-12-15,PIPE-1201,DAV,1195,35,0,0,11.71,13993.45
2024-12-15,PIPE-1206,DAV,343,34,0,0,0.54,185.22
2024-12-15,PIPE-1214,DAV,184,0,0,0,0.42,77.28
2024-12-15,RENW-1000,DAV,0,0,42,7,1682.99,0.0
2024-12-15,RENW-1010,DAV,9,0,0,0,2820.92,25388.28
2024-12-15,RENW-1018,DAV,6,0,0,0,1817.41,10904.46
2024-12-15,RENW-1022,DAV,4,0,5,0,1186.85,4747.4
2024-12-15,RENW-1031,DAV,9,0,0,0,2053.86,18484.74
2024-12-15,RENW-1035,DAV,1,0,9,0,1434.42,1434.42
2024-12-15,RENW-1042,DAV,2,0,6,0,752.55,1505.1
2024-12-15,RENW-1053,DAV,18,0,0,0,2367.3,42611.4
2024-12-15,RENW-1061,DAV,5,0,8,0,1649.12,8245.6
2024-12-15,RENW-1068,DAV,5,0,0,0,2805.59,14027.95
2024-12-15,RENW-1070,DAV,1,0,4,0,862.19,862.19
2024-12-15,RENW-1081,DAV,8,0,0,0,2048.48,16387.84
2024-12-15,RENW-1087,DAV,22,0,0,0,999.72,21993.84
2024-12-15,RENW-1095,DAV,0,0,9,7,2123.79,0.0
2024-12-15,RENW-1100,DAV,21,1,0,0,651.44,13680.24
2024-12-15,RENW-1105,DAV,5,0,0,0,2716.59,13582.95
2024-12-15,RENW-1112,DAV,13,0,0,0,715.45,9300.85
2024-12-15,RENW-1122,DAV,6,0,2,0,1113.3,6679.8
2024-12-15,RENW-1127,DAV,8,1,0,0,1230.75,9846.0
2024-12-15,RENW-1134,DAV,7,0,0,0,692.87,4850.09
2024-12-15,RENW-1145,DAV,12,0,0,0,2459.26,29511.12
2024-12-15,RENW-1152,DAV,9,0,0,0,1933.33,17399.97
2024-12-15,RENW-1158,DAV,6,0,0,0,2737.7,16426.2
2024-12-15,RENW-1161,DAV,11,0,0,0,619.23,6811.53
2024-12-15,RENW-1171,DAV,8,0,0,0,716.29,5730.32
2024-12-15,RENW-1180,DAV,16,1,0,0,1890.87,30253.92
2024-12-15,RENW-1186,DAV,7,0,0,0,1433.18,10032.26
2024-12-15,RENW-1192,DAV,8,0,0,0,1166.41,9331.28
2024-12-15,RENW-1201,DAV,6,0,0,0,1002.92,6017.52
2024-12-15,RENW-1203,DAV,6,0,0,0,764.84,4589.04
2024-12-15,RENW-1212,DAV,7,0,0,0,1967.16,13770.12
2024-12-15,TOOL-1003,DAV,53,0,0,0,28.43,1506.79
2024-12-15,TOOL-1007,DAV,33,0,36,0,1.89,62.37
2024-12-15,TOOL-1018,DAV,86,0,0,0,1.11,95.46
2024-12-15,TOOL-1021,DAV,0,0,238,7,1.36,0.0
2024-12-15,TOOL-1031,DAV,82,0,147,0,11.34,929.88
2024-12-15,TOOL-1037,DAV,47,0,0,0,1.92,90.24
2024-12-15,TOOL-1047,DAV,70,0,0,0,1.01,70.7
2024-12-15,TOOL-1051,DAV,97,0,32,0,0.83,80.51
2024-12-15,TOOL-1056,DAV,72,0,0,0,9.33,671.76
2024-12-15,TOOL-1067,DAV,226,0,112,0,6.7,1514.2
2024-12-15,TOOL-1071,DAV,253,0,364,0,2.75,695.75
2024-12-15,TOOL-1077,DAV,358,0,0,0,2.3,823.4
2024-12-15,TOOL-1087,DAV,67,0,0,0,2.22,148.74
2024-12-15,TOOL-1092,DAV,236,0,0,0,25.19,5944.84
2024-12-15,TOOL-1100,DAV,66,0,0,0,22.61,1492.26
2024-12-15,TOOL-1110,DAV,0,0,144,7,19.46,0.0
2024-12-15,TOOL-1115,DAV,25,0,36,0,1.02,25.5
2024-12-15,TOOL-1124,DAV,51,0,0,0,21.8,1111.8
2024-12-15,TOOL-1128,DAV,517,0,132,0,2.51,1297.67
2024-12-15,TOOL-1137,DAV,51,0,0,0,21.44,1093.44
2024-12-15,TOOL-1144,DAV,136,0,0,0,1.04,141.44
2024-12-15,TOOL-1149,DAV,95,0,90,0,3.01,285.95
2024-12-15,TOOL-1155,DAV,80,0,72,0,31.88,2550.4
2024-12-15,TOOL-1163,DAV,92,0,0,0,5.53,508.76
2024-12-15,TOOL-1171,DAV,72,0,0,0,16.98,1222.56
2024-12-15,TOOL-1175,DAV,2,0,102,0,2.51,5.02
2024-12-15,TOOL-1182,DAV,29,0,0,0,2.18,63.22
2024-12-15,TOOL-1192,DAV,39,0,0,0,4.11,160.29
2024-12-15,TOOL-1201,DAV,34,0,0,0,11.81,401.54
2024-12-15,TOOL-1205,DAV,79,0,0,0,1.2,94.8
2024-12-15,TOOL-1214,DAV,43,0,0,0,9.84,423.12
2024-12-15,TOOL-1219,DAV,78,0,0,0,0.87,67.86
2024-12-15,VALV-1002,DAV,24,0,0,0,50.05,1201.2
2024-12-15,VALV-1007,DAV,32,0,0,0,11.66,373.12
2024-12-15,VALV-1014,DAV,22,0,24,0,38.8,853.6
2024-12-15,VALV-1024,DAV,24,0,0,0,116.54,2796.96
2024-12-15,VALV-1030,DAV,28,0,0,0,25.14,703.92
2024-12-15,VALV-1037,DAV,20,0,0,0,32.95,659.0
2024-12-15,VALV-1042,DAV,25,0,17,0,9.12,228.0
2024-12-15,VALV-1052,DAV,22,0,0,0,11.42,251.24
2024-12-15,VALV-1056,DAV,34,0,0,0,24.22,823.48
2024-12-15,VALV-1065,DAV,24,16,24,0,92.03,2208.72
2024-12-15,VALV-1075,DAV,21,0,0,0,21.82,458.22
2024-12-15,VALV-1080,DAV,35,0,0,0,129.51,4532.85
2024-12-15,VALV-1084,DAV,77,0,0,0,82.55,6356.35
2024-12-15,VALV-1091,DAV,53,0,0,0,69.01,3657.53
2024-12-15,VALV-1102,DAV,29,0,0,0,60.27,1747.83
2024-12-15,VALV-1110,DAV,39,0,0,0,11.85,462.15
2024-12-15,VALV-1113,DAV,11,0,4,0,8.98,98.78
2024-12-15,VALV-1121,DAV,42,0,17,0,81.96,3442.32
2024-12-15,VALV-1130,DAV,24,0,0,0,18.53,444.72
2024-12-15,VALV-1137,DAV,25,0,42,0,48.8,1220.0
2024-12-15,VALV-1140,DAV,26,0,0,0,19.36,503.36
2024-12-15,VALV-1152,DAV,32,0,66,0,6.53,208.96
2024-12-15,VALV-1154,DAV,29,0,0,0,47.96,1390.84
2024-12-15,VALV-1163,DAV,4,0,15,0,73.41,293.64
2024-12-15,VALV-1172,DAV,19,0,0,0,65.25,1239.75
2024-12-15,VALV-1175,DAV,16,0,15,0,27.97,447.52
2024-12-15,VALV-1187,DAV,18,0,0,0,11.19,201.42
2024-12-15,VALV-1192,DAV,36,0,55,0,38.47,1384.92
2024-12-15,VALV-1196,DAV,27,0,0,0,35.54,959.58
2024-12-15,VALV-1204,DAV,16,0,21,0,38.25,612.0
2024-12-15,VALV-1215,DAV,21,0,0,0,16.79,352.59
2024-12-15,VENT-1002,DAV,24,0,0,0,58.7,1408.8
2024-12-15,VENT-1009,DAV,20,0,0,0,426.2,8524.0
2024-12-15,VENT-1019,DAV,36,0,0,0,42.95,1546.2
2024-12-15,VENT-1026,DAV,10,0,0,0,53.28,532.8
2024-12-15,VENT-1028,DAV,10,0,0,0,391.47,3914.7
2024-12-15,VENT-1040,DAV,11,0,0,0,26.07,286.77
2024-12-15,VENT-1043,DAV,3,0,12,0,47.75,143.25
2024-12-15,VENT-1053,DAV,9,0,0,0,31.7,285.3
2024-12-15,VENT-1060,DAV,14,0,0,0,121.38,1699.32
2024-12-15,VENT-1066,DAV,8,0,8,0,42.89,343.12
2024-12-15,VENT-1075,DAV,10,0,0,0,178.37,1783.7
2024-12-15,VENT-1080,DAV,12,0,0,0,81.02,972.24
2024-12-15,VENT-1084,DAV,25,0,0,0,39.55,988.75
2024-12-15,VENT-1095,DAV,14,0,0,0,142.75,1998.5
2024-12-15,VENT-1103,DAV,14,0,0,0,182.07,2548.98
2024-12-15,VENT-1105,DAV,10,0,0,0,158.78,1587.8
2024-12-15,VENT-1115,DAV,8,0,0,0,31.56,252.48
2024-12-15,VENT-1119,DAV,36,0,0,0,626.93,22569.48
2024-12-15,VENT-1129,DAV,18,0,0,2,53.72,966.96
2024-12-15,VENT-1134,DAV,16,0,0,0,46.7,747.2
2024-12-15,VENT-1141,DAV,15,0,0,0,166.19,2492.85
2024-12-15,VENT-1149,DAV,15,0,0,0,47.45,711.75
2024-12-15,VENT-1158,DAV,12,0,0,0,113.75,1365.0
2024-12-15,VENT-1161,DAV,10,0,0,0,347.42,3474.2
2024-12-15,VENT-1168,DAV,14,0,0,0,182.56,2555.84
2024-12-15,VENT-1176,DAV,8,0,0,0,43.46,347.68
2024-12-15,VENT-1185,DAV,12,1,0,0,71.13,853.56
2024-12-15,VENT-1192,DAV,8,0,0,0,502.29,4018.32
2024-12-15,VENT-1199,DAV,17,0,0,0,65.05,1105.85
2024-12-15,VENT-1205,DAV,11,0,0,0,24.31,267.41
2024-12-15,VENT-1214,DAV,45,0,0,0,121.58,5471.1
2024-12-15,DRAIN-1016,LIV,71,0,0,0,63.48,4507.08
2024-12-15,DRAIN-1047,LIV,54,0,0,0,170.47,9205.38
2024-12-15,DRAIN-1095,LIV,117,0,0,0,89.18,10434.06
2024-12-15,DRAIN-1106,LIV,128,0,0,0,7.53,963.84
2024-12-15,DRAIN-1158,LIV,19,0,264,0,60.06,1141.14
2024-12-15,DRAIN-1161,LIV,107,0,0,0,5.67,606.69
2024-12-15,DRAIN-1179,LIV,183,0,0,0,102.24,18709.92
2024-12-15,ELEC-1008,LIV,0,0,630,3,4.21,0.0
2024-12-15,ELEC-1049,LIV,112,0,870,1,34.44,3857.28
2024-12-15,ELEC-1088,LIV,51,0,348,0,12.23,623.73
2024-12-15,ELEC-1094,LIV,91,0,408,0,2.3,209.3
2024-12-15,ELEC-1107,LIV,261,0,0,0,2.45,639.45
2024-12-15,ELEC-1131,LIV,101,0,378,0,19.73,1992.73
2024-12-15,ELEC-1134,LIV,166,0,0,0,85.95,14267.7
2024-12-15,ELEC-1143,LIV,190,0,0,0,12.81,2433.9
2024-12-15,ELEC-1184,LIV,129,0,273,0,78.87,10174.23
2024-12-15,ELEC-1204,LIV,255,0,0,0,17.4,4437.0
2024-12-15,ELEC-1214,LIV,148,0,0,0,1.39,205.72
2024-12-15,ELEC-1217,LIV,197,0,0,0,101.77,20048.69
2024-12-15,HEAT-1016,LIV,0,0,66,7,376.59,0.0
2024-12-15,HEAT-1064,LIV,14,0,0,0,245.86,3442.04
2024-12-15,HEAT-1082,LIV,10,0,6,0,209.25,2092.5
2024-12-15,HEAT-1130,LIV,17,0,0,0,657.21,11172.57
2024-12-15,HEAT-1142,LIV,3,0,28,0,361.64,1084.92
2024-12-15,HEAT-1203,LIV,14,0,0,0,562.02,7868.28
2024-12-15,PIPE-1004,LIV,386,0,0,0,1.62,625.32
2024-12-15,PIPE-1017,LIV,1622,0,0,0,0.5,811.0
2024-12-15,PIPE-1025,LIV,2506,0,0,0,1.83,4585.98
2024-12-15,PIPE-1029,LIV,504,0,0,0,4.35,2192.4
2024-12-15,PIPE-1038,LIV,903,0,0,0,1.08,975.24
2024-12-15,PIPE-1044,LIV,3199,0,0,0,11.1,35508.9
2024-12-15,PIPE-1061,LIV,1364,0,990,0,1.49,2032.36
2024-12-15,PIPE-1064,LIV,228,0,0,0,8.16,1860.48
2024-12-15,PIPE-1101,LIV,335,0,0,0,1.4,469.0
2024-12-15,PIPE-1109,LIV,1232,0,0,0,2.82,3474.24
2024-12-15,PIPE-1119,LIV,555,0,0,0,5.33,2958.15
2024-12-15,PIPE-1142,LIV,318,0,0,0,0.43,136.74
2024-12-15,PIPE-1150,LIV,1133,0,0,0,0.29,328.57
2024-12-15,PIPE-1165,LIV,343,0,0,0,11.07,3797.01
2024-12-15,PIPE-1168,LIV,245,0,2118,0,0.69,169.05
2024-12-15,PIPE-1201,LIV,1756,0,0,0,9.64,16927.84
2024-12-15,PIPE-1206,LIV,354,0,0,0,0.55,194.7
2024-12-15,RENW-1000,LIV,35,0,0,0,1326.59,46430.65
2024-12-15,RENW-1087,LIV,23,0,0,0,783.21,18013.83
2024-12-15,RENW-1100,LIV,40,0,0,0,659.23,26369.2
2024-12-15,TOOL-1018,LIV,73,0,0,0,1.1,80.3
2024-12-15,TOOL-1021,LIV,34,0,238,0,1.37,46.58
2024-12-15,TOOL-1031,LIV,240,0,0,0,11.18,2683.2
2024-12-15,TOOL-1067,LIV,283,0,258,0,6.44,1822.52
2024-12-15,TOOL-1071,LIV,326,0,364,0,2.74,893.24
2024-12-15,TOOL-1077,LIV,304,0,0,0,2.55,775.2
2024-12-15,TOOL-1087,LIV,80,0,0,0,2.19,175.2
2024-12-15,TOOL-1092,LIV,285,0,0,0,25.04,7136.4
2024-12-15,TOOL-1110,LIV,140,0,0,0,16.05,2247.0
2024-12-15,TOOL-1128,LIV,312,0,0,0,2.09,652.08
2024-12-15,TOOL-1137,LIV,124,0,0,0,21.36,2648.64
2024-12-15,TOOL-1163,LIV,91,0,0,0,5.54,504.14
2024-12-15,TOOL-1219,LIV,77,0,0,0,0.86,66.22
2024-12-15,VALV-1007,LIV,28,0,0,0,11.64,325.92
