sales_order_number,line_number,sku,quantity_ordered,quantity_despatched,unit_price_gbp,line_discount_pct,line_status
SO-2024-03512,5,VENT-1019,3,3,69.16,16.9,Despatched in full
SO-2024-03512,6,PIPE-1119,100,100,7.83,25.88,Despatched in full
SO-2024-03513,1,TOOL-1092,11,11,38.25,22.26,Despatched in full
SO-2024-03513,2,VALV-1152,3,3,8.49,33.23,Despatched in full
SO-2024-03514,1,PIPE-1109,44,44,5.26,7.15,Despatched in full
SO-2024-03515,1,ELEC-1107,21,21,2.96,11.24,Despatched in full
SO-2024-03515,2,ELEC-1204,20,20,21.67,14.0,Despatched in full
SO-2024-03515,3,ELEC-1134,21,21,99.11,12.29,Despatched in full
SO-2024-03516,1,PIPE-1168,69,69,1.27,11.18,Despatched in full
SO-2024-03516,2,ELEC-1184,32,32,131.88,9.05,Despatched in full
SO-2024-03516,3,VALV-1007,5,5,16.98,9.51,Despatched in full
SO-2024-03516,4,DRAIN-1106,10,10,14.03,8.13,Despatched in full
SO-2024-03517,1,PIPE-1119,49,49,9.94,5.88,Despatched in full
SO-2024-03517,2,ELEC-1204,11,11,20.79,17.51,Despatched in full
SO-2024-03517,3,ELEC-1131,14,14,25.81,2.48,Despatched in full
SO-2024-03517,4,PIPE-1109,40,40,4.8,15.39,Despatched in full
SO-2024-03517,5,RENW-1087,1,1,1138.77,16.02,Despatched in full
SO-2024-03517,6,ELEC-1088,9,9,16.52,17.14,Despatched in full
SO-2024-03517,7,DRAIN-1106,8,8,12.0,21.4,Despatched in full
SO-2024-03517,8,ELEC-1214,9,0,1.96,2.64,Cancelled
SO-2024-03518,1,DRAIN-1145,7,7,17.38,22.04,Despatched in full
SO-2024-03519,1,VALV-1204,5,5,43.06,20.28,Despatched in full
SO-2024-03519,2,VALV-1192,4,4,50.91,6.17,Despatched in full
SO-2024-03519,3,DRAIN-1179,12,12,147.87,3.98,Despatched in full
SO-2024-03519,4,ELEC-1184,11,11,133.18,8.15,Despatched in full
SO-2024-03519,5,VENT-1019,3,3,71.99,13.5,Despatched in full
SO-2024-03520,1,RENW-1100,1,1,822.02,11.42,Despatched in full
SO-2024-03520,2,DRAIN-1095,27,6,143.27,13.69,Short shipped
SO-2024-03521,1,PIPE-1017,70,0,0.91,4.85,Not available
SO-2024-03521,2,ELEC-1217,23,23,127.78,12.48,Despatched in full
SO-2024-03521,3,PIPE-1101,57,57,2.42,15.56,Despatched in full
SO-2024-03522,1,DRAIN-1179,14,14,139.06,9.7,Despatched in full
SO-2024-03522,2,PIPE-1119,81,81,9.66,8.51,Despatched in full
SO-2024-03522,3,PIPE-1025,26,26,3.25,7.64,Despatched in full
SO-2024-03522,4,VALV-1121,10,10,116.42,2.17,Despatched in full
SO-2024-03523,1,HEAT-1142,2,2,608.35,9.74,Despatched in full
SO-2024-03523,2,PIPE-1150,39,39,0.46,20.05,Despatched in full
SO-2024-03524,1,TOOL-1067,30,30,11.26,9.92,Despatched in full
SO-2024-03524,2,ELEC-1036,20,20,2.34,28.35,Despatched in full
SO-2024-03524,3,DRAIN-1009,15,15,8.36,24.34,Despatched in full
SO-2024-03524,4,RENW-1100,1,1,727.92,21.56,Despatched in full
SO-2024-03525,1,DRAIN-1082,9,9,9.12,2.51,Despatched in full
SO-2024-03526,1,HEAT-1059,1,1,299.92,22.1,Despatched in full
SO-2024-03526,2,RENW-1053,1,0,3176.94,5.42,Not available
SO-2024-03527,1,VENT-1043,3,3,64.56,10.91,Despatched in full
SO-2024-03528,1,VENT-1002,1,1,80.32,11.44,Despatched in full
SO-2024-03528,2,PIPE-1201,59,59,20.05,0.0,Despatched in full
SO-2024-03528,3,ELEC-1197,9,9,67.31,14.46,Returned
SO-2024-03528,4,ELEC-1094,26,18,4.03,12.07,Short shipped
SO-2024-03528,5,ELEC-1131,59,59,24.56,7.21,Despatched in full
SO-2024-03528,6,HEAT-1203,1,1,893.66,0.15,Despatched in full
SO-2024-03528,7,VALV-1163,8,8,96.53,11.44,Despatched in full
SO-2024-03529,1,HEAT-1200,3,3,1098.66,17.58,Despatched in full
SO-2024-03530,1,ELEC-1094,14,0,4.03,12.1,Not available
SO-2024-03530,2,TOOL-1128,17,17,3.49,14.64,Despatched in full
SO-2024-03530,3,RENW-1000,1,0,1911.91,24.01,Not available
SO-2024-03531,1,PIPE-1044,23,23,21.58,0.31,Despatched in full
SO-2024-03531,2,DRAIN-1179,11,11,144.88,5.92,Despatched in full
SO-2024-03531,3,VALV-1007,2,2,17.88,4.68,Despatched in full
SO-2024-03532,1,PIPE-1168,21,21,1.0,30.03,Despatched in full
SO-2024-03532,2,PIPE-1061,53,53,2.64,13.93,Despatched in full
SO-2024-03533,1,ELEC-1049,17,17,43.72,9.3,Despatched in full
SO-2024-03533,2,RENW-1000,1,0,2449.07,2.66,Not available
SO-2024-03534,1,DRAIN-1158,11,11,109.03,9.89,Despatched in full
SO-2024-03534,2,ELEC-1094,24,0,4.23,7.6,Not available
SO-2024-03534,3,DRAIN-1161,4,4,8.95,19.89,Despatched in full
SO-2024-03534,4,DRAIN-1095,6,6,140.52,15.35,Despatched in full
SO-2024-03535,1,TOOL-1067,25,25,7.88,36.94,Despatched in full
SO-2024-03535,2,PIPE-1029,44,44,4.18,42.0,Despatched in full
SO-2024-03535,3,TOOL-1128,25,0,2.99,26.82,Not available
SO-2024-03535,4,RENW-1100,1,1,703.52,24.19,Despatched in full
SO-2024-03535,5,VENT-1019,1,1,62.8,24.55,Despatched in full
SO-2024-03535,6,ELEC-1008,31,31,4.59,31.83,Despatched in full
SO-2024-03536,1,TOOL-1018,9,9,1.53,17.98,Despatched in full
SO-2024-03537,1,RENW-1000,1,1,2492.6,0.93,Despatched in full
SO-2024-03537,2,ELEC-1134,8,8,100.57,11.0,Despatched in full
SO-2024-03537,3,PIPE-1119,51,51,9.63,8.77,Despatched in full
SO-2024-03537,4,RENW-1087,1,1,1123.31,17.16,Despatched in full
SO-2024-03538,1,PIPE-1061,34,34,2.95,3.91,Despatched in full
SO-2024-03538,2,TOOL-1128,17,0,3.51,14.29,Not available
SO-2024-03538,3,PIPE-1150,93,0,0.53,8.41,Not available
SO-2024-03538,4,PIPE-1201,109,0,17.41,13.18,Not available
SO-2024-03538,5,ELEC-1131,28,0,21.97,17.0,Not available
SO-2024-03539,1,PIPE-1004,60,60,2.31,14.85,Despatched in full
SO-2024-03539,2,ELEC-1094,17,0,4.33,5.41,Not available
SO-2024-03540,1,TOOL-1128,12,12,3.32,18.84,Despatched in full
SO-2024-03540,2,TOOL-1149,12,12,5.01,5.18,Despatched in full
SO-2024-03540,3,VALV-1102,8,8,73.62,24.62,Despatched in full
SO-2024-03540,4,ELEC-1143,12,12,18.91,18.66,Despatched in full
SO-2024-03540,5,ELEC-1046,27,17,59.89,14.42,Short shipped
SO-2024-03540,6,DRAIN-1130,5,5,77.64,16.74,Despatched in full
SO-2024-03540,7,HEAT-1130,1,1,754.58,26.74,Despatched in full
SO-2024-03540,8,RENW-1042,2,0,738.31,28.11,Not available
SO-2024-03541,1,DRAIN-1095,10,10,140.77,15.2,Despatched in full
SO-2024-03542,1,PIPE-1044,52,52,21.65,0.0,Despatched in full
SO-2024-03542,2,VALV-1137,2,2,81.84,11.77,Despatched in full
SO-2024-03543,1,TOOL-1110,13,13,30.24,12.96,Despatched in full
SO-2024-03543,2,HEAT-1168,1,1,629.31,17.63,Despatched in full
SO-2024-03544,1,PIPE-1168,76,76,1.13,20.74,Despatched in full
SO-2024-03544,2,PIPE-1142,59,59,0.57,14.77,Despatched in full
SO-2024-03544,3,ELEC-1008,11,11,5.81,13.79,Despatched in full
SO-2024-03545,1,VENT-1149,2,2,66.76,10.92,Despatched in full
SO-2024-03546,1,TOOL-1128,14,14,3.31,19.14,Despatched in full
SO-2024-03546,2,ELEC-1204,16,16,23.12,8.26,Returned
SO-2024-03547,1,RENW-1000,1,0,2043.5,18.78,Cancelled
SO-2024-03547,2,ELEC-1131,29,29,23.44,11.45,Despatched in full
SO-2024-03547,3,PIPE-1201,44,44,16.58,17.29,Despatched in full
SO-2024-03547,4,VALV-1084,4,0,119.3,26.81,Cancelled
SO-2024-03547,5,ELEC-1094,29,0,3.65,20.37,Not available
SO-2024-03547,6,ELEC-1217,33,0,108.42,25.74,Cancelled
SO-2024-03548,1,VENT-1084,1,1,47.17,19.36,Despatched in full
SO-2024-03548,2,PIPE-1101,36,36,2.5,12.82,Despatched in full
SO-2024-03549,1,RENW-1100,1,1,816.36,12.03,Despatched in full
SO-2024-03549,2,DRAIN-1179,7,7,135.69,11.89,Despatched in full
SO-2024-03549,3,TOOL-1137,11,11,29.88,11.74,Despatched in full
SO-2024-03549,4,PIPE-1186,25,25,1.34,5.19,Despatched in full
SO-2024-03550,1,PIPE-1119,84,84,10.1,4.4,Despatched in full
SO-2024-03550,2,TOOL-1071,16,0,4.74,13.94,Not available
SO-2024-03550,3,RENW-1100,1,1,904.89,2.49,Despatched in full
SO-2024-03550,4,PIPE-1150,33,0,0.54,6.31,Not available
SO-2024-03551,1,TOOL-1110,5,5,32.67,5.95,Despatched in full
SO-2024-03551,2,PIPE-1201,118,118,18.53,7.56,Despatched in full
SO-2024-03551,3,TOOL-1087,21,21,3.07,20.31,Despatched in full
SO-2024-03551,4,PIPE-1025,41,41,3.42,2.72,Despatched in full
SO-2024-03552,1,TOOL-1128,12,0,3.45,15.58,Not available
SO-2024-03552,2,RENW-1100,1,1,784.35,15.48,Despatched in full
SO-2024-03552,3,ELEC-1150,24,24,20.39,2.31,Despatched in full
SO-2024-03552,4,TOOL-1077,10,10,3.47,12.57,Despatched in full
SO-2024-03552,5,PIPE-1168,59,59,1.14,20.57,Despatched in full
SO-2024-03553,1,RENW-1100,1,1,795.02,14.33,Despatched in full
SO-2024-03554,1,DRAIN-1158,8,8,107.67,11.02,Despatched in full
SO-2024-03554,2,HEAT-1142,1,1,674.0,0.0,Despatched in full
SO-2024-03554,3,ELEC-1049,13,13,34.2,29.04,Despatched in full
SO-2024-03555,1,RENW-1100,2,2,823.88,11.22,Despatched in full
SO-2024-03555,2,ELEC-1049,11,11,42.44,11.96,Despatched in full
SO-2024-03555,3,PIPE-1168,60,60,1.08,24.42,Despatched in full
SO-2024-03556,1,PIPE-1101,57,57,2.79,2.63,Despatched in full
SO-2024-03557,1,ELEC-1184,13,13,114.19,21.25,Despatched in full
SO-2024-03557,2,PIPE-1168,39,39,1.08,24.73,Despatched in full
SO-2024-03558,1,ELEC-1131,12,12,25.14,5.03,Despatched in full
SO-2024-03558,2,DRAIN-1179,4,4,144.74,6.01,Despatched in full
SO-2024-03558,3,PIPE-1109,71,0,5.06,10.77,Not available
SO-2024-03558,4,DRAIN-1016,7,7,106.36,9.09,Despatched in full
SO-2024-03558,5,TOOL-1018,13,13,1.44,22.89,Despatched in full
SO-2024-03558,6,ELEC-1049,13,13,48.2,0.0,Despatched in full
SO-2024-03558,7,VENT-1084,2,2,45.65,21.97,Despatched in full
SO-2024-03559,1,TOOL-1137,37,37,26.83,20.75,Despatched in full
SO-2024-03559,2,DRAIN-1179,5,5,137.92,10.44,Despatched in full
SO-2024-03560,1,RENW-1112,2,2,830.11,12.62,Despatched in full
SO-2024-03560,2,TOOL-1128,8,8,3.65,10.76,Despatched in full
SO-2024-03560,3,DRAIN-1161,12,12,10.93,2.16,Despatched in full
SO-2024-03560,4,RENW-1161,2,2,815.22,9.42,Despatched in full
SO-2024-03561,1,TOOL-1128,12,12,4.08,0.36,Despatched in full
SO-2024-03562,1,RENW-1070,2,2,1269.76,8.65,Despatched in full
SO-2024-03562,2,PIPE-1165,61,0,17.82,18.66,Not available
SO-2024-03562,3,HEAT-1182,1,1,524.78,18.89,Despatched in full
SO-2024-03563,1,VENT-1019,3,0,78.66,5.49,Not available
SO-2024-03563,2,RENW-1192,1,1,1288.8,18.79,Despatched in full
SO-2024-03563,3,VENT-1043,2,2,71.86,0.84,Despatched in full
SO-2024-03563,4,HEAT-1130,1,1,979.12,4.94,Despatched in full
SO-2024-03563,5,RENW-1061,1,1,2229.73,8.73,Despatched in full
SO-2024-03563,6,VALV-1152,6,2,11.32,11.0,Short shipped
SO-2024-03564,1,ELEC-1214,55,55,1.94,3.33,Despatched in full
SO-2024-03565,1,HEAT-1103,1,1,291.51,5.66,Despatched in full
SO-2024-03565,2,TOOL-1067,20,20,11.82,5.4,Despatched in full
SO-2024-03566,1,HEAT-1112,1,1,431.83,9.66,Despatched in full
SO-2024-03567,1,ELEC-1049,62,62,41.53,13.83,Despatched in full
SO-2024-03567,2,PIPE-1088,36,36,0.54,0.0,Despatched in full
SO-2024-03567,3,VENT-1028,6,6,510.15,13.68,Despatched in full
SO-2024-03568,1,VALV-1192,24,21,45.29,16.54,Short shipped
SO-2024-03568,2,VENT-1119,1,1,827.06,8.41,Despatched in full
SO-2024-03569,1,ELEC-1008,20,20,5.61,16.79,Despatched in full
SO-2024-03569,2,DRAIN-1158,4,4,119.17,1.51,Despatched in full
SO-2024-03569,3,TOOL-1128,17,17,3.38,17.45,Despatched in full
SO-2024-03569,4,TOOL-1071,11,11,4.87,11.53,Despatched in full
SO-2024-03569,5,DRAIN-1047,4,4,210.3,26.47,Despatched in full
SO-2024-03570,1,TOOL-1071,8,0,4.13,25.12,Not available
SO-2024-03570,2,VALV-1056,6,6,27.92,24.95,Despatched in full
SO-2024-03571,1,ELEC-1143,22,0,21.38,8.03,Cancelled
SO-2024-03572,1,TOOL-1087,9,9,3.76,2.26,Despatched in full
SO-2024-03572,2,TOOL-1219,14,14,1.22,18.51,Despatched in full
SO-2024-03572,3,DRAIN-1161,12,0,8.85,20.78,Not available
SO-2024-03572,4,RENW-1100,2,2,870.84,6.16,Despatched in full
SO-2024-03573,1,TOOL-1087,18,9,3.68,4.39,Short shipped
SO-2024-03574,1,DRAIN-1179,3,3,128.16,16.78,Despatched in full
SO-2024-03574,2,TOOL-1077,8,8,2.92,26.43,Despatched in full
SO-2024-03575,1,VENT-1084,2,2,45.67,21.93,Despatched in full
SO-2024-03575,2,DRAIN-1158,6,6,111.45,7.89,Despatched in full
SO-2024-03576,1,PIPE-1201,97,97,19.47,2.89,Despatched in full
SO-2024-03576,2,RENW-1100,1,1,809.22,12.8,Despatched in full
SO-2024-03576,3,TOOL-1128,20,20,3.38,17.29,Despatched in full
SO-2024-03577,1,RENW-1100,1,1,709.46,23.55,Despatched in full
SO-2024-03577,2,TOOL-1067,16,16,10.5,16.04,Despatched in full
SO-2024-03577,3,ELEC-1107,25,25,2.7,19.05,Despatched in full
SO-2024-03577,4,PIPE-1004,50,0,1.99,26.72,Cancelled
SO-2024-03577,5,ELEC-1214,17,17,1.46,27.54,Despatched in full
SO-2024-03578,1,DRAIN-1095,6,6,153.93,7.27,Despatched in full
SO-2024-03578,2,VENT-1043,3,3,64.36,11.19,Despatched in full
SO-2024-03578,3,HEAT-1109,1,1,329.02,9.36,Despatched in full
SO-2024-03578,4,VALV-1137,3,3,81.02,12.66,Returned
SO-2024-03578,5,VENT-1053,1,1,42.18,15.94,Despatched in full
SO-2024-03578,6,VALV-1192,12,12,46.11,15.02,Despatched in full
SO-2024-03579,1,RENW-1031,3,3,2429.08,18.76,Despatched in full
SO-2024-03579,2,TOOL-1171,18,18,24.21,11.07,Despatched in full
SO-2024-03579,3,TOOL-1031,6,6,19.04,17.58,Despatched in full
SO-2024-03580,1,ELEC-1088,59,59,19.12,4.1,Despatched in full
SO-2024-03580,2,RENW-1192,1,1,1469.72,7.39,Despatched in full
SO-2024-03581,1,DRAIN-1106,7,7,14.65,4.03,Despatched in full
SO-2024-03581,2,DRAIN-1161,10,10,10.14,9.23,Despatched in full
SO-2024-03581,3,VENT-1214,3,3,213.01,11.98,Despatched in full
SO-2024-03581,4,HEAT-1192,2,2,331.36,7.7,Despatched in full
SO-2024-03582,1,DRAIN-1179,11,11,134.84,12.44,Despatched in full
SO-2024-03582,2,HEAT-1033,4,4,1083.38,12.56,Despatched in full
SO-2024-03582,3,ELEC-1197,31,31,69.78,11.32,Despatched in full
SO-2024-03583,1,ELEC-1150,15,15,16.66,20.17,Despatched in full
SO-2024-03583,2,RENW-1100,2,2,678.28,26.91,Despatched in full
SO-2024-03583,3,HEAT-1124,5,0,840.81,13.05,Not available
SO-2024-03583,4,VALV-1091,9,9,65.04,30.85,Despatched in full
SO-2024-03583,5,HEAT-1054,1,1,618.57,15.38,Despatched in full
SO-2024-03583,6,RENW-1000,1,1,1843.98,26.71,Despatched in full
SO-2024-03583,7,HEAT-1073,2,2,454.72,20.78,Despatched in full
SO-2024-03583,8,HEAT-1016,2,2,565.42,19.11,Despatched in full
SO-2024-03584,1,DRAIN-1158,4,4,100.37,17.05,Despatched in full
SO-2024-03584,2,PIPE-1186,51,51,1.11,21.35,Despatched in full
SO-2024-03584,3,PIPE-1038,33,33,1.6,27.24,Despatched in full
SO-2024-03584,4,RENW-1053,1,0,2794.35,16.81,Not available
SO-2024-03585,1,TOOL-1021,89,53,2.55,13.1,Short shipped
SO-2024-03585,2,VENT-1129,1,1,74.62,3.58,Despatched in full
SO-2024-03585,3,TOOL-1128,7,7,3.65,10.69,Despatched in full
SO-2024-03585,4,RENW-1068,1,1,3480.88,11.27,Despatched in full
SO-2024-03586,1,VENT-1084,1,1,54.07,7.58,Despatched in full
SO-2024-03586,2,ELEC-1204,22,22,21.41,15.05,Despatched in full
SO-2024-03586,3,DRAIN-1158,20,20,109.24,9.72,Despatched in full
SO-2024-03587,1,RENW-1203,1,0,919.68,15.08,Cancelled
SO-2024-03587,2,TOOL-1110,19,19,28.7,17.39,Despatched in full
SO-2024-03587,3,HEAT-1082,1,1,293.26,3.85,Despatched in full
SO-2024-03587,4,HEAT-1124,2,0,892.83,7.67,Not available
SO-2024-03587,5,PIPE-1201,39,39,17.47,12.87,Despatched in full
SO-2024-03587,6,RENW-1095,1,1,2701.26,14.3,Despatched in full
SO-2024-03588,1,VENT-1084,3,3,41.54,28.99,Despatched in full
SO-2024-03588,2,PIPE-1017,75,75,0.83,13.15,Despatched in full
SO-2024-03588,3,TOOL-1201,11,11,16.89,13.47,Despatched in full
SO-2024-03588,4,RENW-1100,1,0,663.89,28.46,Cancelled
SO-2024-03589,1,RENW-1000,1,1,2376.11,5.56,Despatched in full
SO-2024-03589,2,DRAIN-1158,8,8,107.27,11.35,Despatched in full
SO-2024-03589,3,PIPE-1025,24,24,2.91,17.36,Despatched in full
SO-2024-03589,4,RENW-1100,2,2,928.0,0.0,Despatched in full
SO-2024-03589,5,PIPE-1201,74,74,17.12,14.61,Despatched in full
SO-2024-03590,1,TOOL-1128,19,19,3.1,24.18,Despatched in full
SO-2024-03591,1,TOOL-1021,13,13,2.58,11.86,Despatched in full
SO-2024-03591,2,PIPE-1119,19,19,9.27,12.17,Despatched in full
SO-2024-03591,3,DRAIN-1113,4,4,21.01,14.89,Despatched in full
SO-2024-03591,4,PIPE-1061,26,26,2.65,13.63,Despatched in full
SO-2024-03591,5,TOOL-1219,8,8,1.25,16.69,Despatched in full
SO-2024-03592,1,PIPE-1109,46,46,5.37,5.32,Despatched in full
SO-2024-03592,2,ELEC-1088,17,17,16.7,16.25,Despatched in full
SO-2024-03592,3,VALV-1091,3,3,91.95,2.24,Despatched in full
SO-2024-03592,4,PIPE-1025,120,120,3.18,9.55,Despatched in full
SO-2024-03593,1,VENT-1119,2,2,784.71,13.1,Despatched in full
SO-2024-03593,2,PIPE-1189,115,56,1.17,32.97,Short shipped
SO-2024-03593,3,TOOL-1137,10,10,24.46,27.73,Despatched in full
SO-2024-03593,4,TOOL-1092,13,13,40.68,17.32,Despatched in full
SO-2024-03593,5,RENW-1087,1,1,1225.15,9.65,Despatched in full
SO-2024-03593,6,RENW-1100,1,1,657.12,29.19,Despatched in full
SO-2024-03594,1,RENW-1100,2,2,773.49,16.65,Despatched in full
SO-2024-03594,2,PIPE-1061,71,71,2.6,15.22,Despatched in full
SO-2024-03594,3,TOOL-1071,31,31,4.72,14.33,Despatched in full
SO-2024-03594,4,TOOL-1077,14,14,2.89,27.17,Despatched in full
SO-2024-03594,5,PIPE-1029,17,17,5.79,19.68,Despatched in full
SO-2024-03595,1,DRAIN-1179,3,3,144.47,6.19,Despatched in full
SO-2024-03595,2,HEAT-1200,1,1,1185.3,11.08,Despatched in full
SO-2024-03595,3,RENW-1087,1,1,1252.94,7.6,Despatched in full
SO-2024-03595,4,PIPE-1004,135,135,2.46,9.17,Despatched in full
SO-2024-03596,1,ELEC-1184,27,27,135.88,6.29,Despatched in full
SO-2024-03596,2,ELEC-1107,111,84,3.01,9.9,Short shipped
SO-2024-03596,3,PIPE-1061,35,0,2.92,4.87,Cancelled
SO-2024-03597,1,PIPE-1165,78,78,20.1,8.28,Despatched in full
SO-2024-03597,2,PIPE-1201,71,71,18.52,7.61,Despatched in full
SO-2024-03598,1,PIPE-1168,38,38,1.27,11.34,Despatched in full
SO-2024-03598,2,PIPE-1017,24,24,0.88,8.66,Despatched in full
SO-2024-03599,1,PIPE-1101,44,44,2.87,0.0,Despatched in full
SO-2024-03600,1,TOOL-1128,21,21,3.96,3.14,Despatched in full
SO-2024-03601,1,DRAIN-1158,12,12,93.94,22.36,Despatched in full
SO-2024-03601,2,PIPE-1168,639,639,1.04,27.49,Despatched in full
SO-2024-03601,3,PIPE-1025,57,57,2.58,26.75,Despatched in full
SO-2024-03601,4,ELEC-1049,20,20,28.05,41.8,Despatched in full
SO-2024-03601,5,TOOL-1128,5,5,2.85,30.23,Despatched in full
SO-2024-03601,6,DRAIN-1161,5,5,7.96,28.74,Despatched in full
SO-2024-03601,7,VALV-1084,6,6,111.18,31.79,Despatched in full
SO-2024-03602,1,ELEC-1143,39,39,22.06,5.12,Despatched in full
SO-2024-03603,1,RENW-1087,1,1,1356.0,0.0,Despatched in full
SO-2024-03603,2,PIPE-1004,39,39,2.25,16.79,Despatched in full
SO-2024-03603,3,PIPE-1025,154,154,3.52,0.0,Despatched in full
SO-2024-03604,1,VALV-1056,9,9,33.23,10.68,Despatched in full
SO-2024-03604,2,HEAT-1103,1,1,282.98,8.42,Despatched in full
SO-2024-03604,3,TOOL-1182,10,10,3.44,14.75,Despatched in full
SO-2024-03605,1,DRAIN-1082,16,16,7.81,16.42,Despatched in full
SO-2024-03605,2,VALV-1187,9,9,15.34,13.65,Despatched in full
SO-2024-03605,3,PIPE-1025,49,49,3.19,9.43,Despatched in full
SO-2024-03605,4,RENW-1087,1,1,1345.15,0.8,Despatched in full
SO-2024-03606,1,VALV-1091,3,3,73.6,21.75,Despatched in full
SO-2024-03606,2,TOOL-1067,14,14,12.08,3.36,Despatched in full
SO-2024-03606,3,TOOL-1115,17,17,1.41,15.98,Despatched in full
SO-2024-03606,4,RENW-1010,1,1,3448.71,8.01,Despatched in full
SO-2024-03607,1,VALV-1024,5,5,163.47,7.12,Despatched in full
SO-2024-03607,2,DRAIN-1106,20,17,10.9,28.61,Short shipped
SO-2024-03607,3,TOOL-1110,7,7,26.7,23.13,Despatched in full
SO-2024-03607,4,DRAIN-1016,6,6,72.38,38.14,Despatched in full
SO-2024-03607,5,RENW-1192,1,1,1102.33,30.54,Despatched in full
SO-2024-03607,6,PIPE-1168,28,28,1.13,20.95,Despatched in full
SO-2024-03607,7,TOOL-1018,15,15,1.65,11.56,Despatched in full
SO-2024-03608,1,ELEC-1184,12,12,102.63,29.22,Despatched in full
SO-2024-03608,2,VALV-1091,3,3,85.15,9.47,Despatched in full
SO-2024-03608,3,HEAT-1124,2,0,835.0,13.65,Not available
SO-2024-03609,1,RENW-1031,1,1,2556.75,14.49,Despatched in full
SO-2024-03609,2,DRAIN-1145,10,4,19.95,10.52,Short shipped
SO-2024-03609,3,RENW-1100,1,1,897.0,3.34,Despatched in full
SO-2024-03610,1,DRAIN-1179,6,6,147.67,4.11,Despatched in full
SO-2024-03610,2,DRAIN-1075,29,29,83.66,13.25,Despatched in full
SO-2024-03610,3,TOOL-1067,15,15,10.56,15.52,Despatched in full
SO-2024-03610,4,RENW-1042,1,1,882.5,14.07,Despatched in full
SO-2024-03611,1,PIPE-1201,44,44,18.59,7.3,Despatched in full
SO-2024-03612,1,DRAIN-1016,5,5,111.14,5.01,Despatched in full
SO-2024-03612,2,ELEC-1214,63,63,1.87,6.86,Despatched in full
SO-2024-03612,3,VALV-1204,5,5,51.67,4.33,Despatched in full
SO-2024-03612,4,TOOL-1219,13,13,1.32,12.16,Despatched in full
SO-2024-03612,5,VALV-1192,6,0,49.2,9.32,Not available
SO-2024-03612,6,RENW-1100,1,1,839.56,9.53,Despatched in full
SO-2024-03612,7,TOOL-1155,24,24,44.88,15.85,Despatched in full
SO-2024-03612,8,HEAT-1130,3,3,870.56,15.48,Despatched in full
SO-2024-03613,1,TOOL-1128,28,28,3.72,9.13,Despatched in full
SO-2024-03613,2,PIPE-1168,28,28,1.3,9.29,Despatched in full
SO-2024-03613,3,PIPE-1061,43,43,2.6,15.19,Despatched in full
SO-2024-03613,4,TOOL-1087,11,11,3.22,16.48,Despatched in full
SO-2024-03614,1,ELEC-1217,4,4,130.54,10.59,Despatched in full
SO-2024-03614,2,ELEC-1197,14,14,71.81,8.74,Despatched in full
SO-2024-03615,1,VENT-1119,3,3,832.3,7.83,Despatched in full
SO-2024-03615,2,RENW-1000,1,1,2223.89,11.61,Despatched in full
SO-2024-03615,3,PIPE-1201,39,39,17.35,13.47,Despatched in full
SO-2024-03615,4,VALV-1007,3,3,15.17,19.15,Despatched in full
SO-2024-03616,1,PIPE-1165,79,79,18.32,16.4,Despatched in full
SO-2024-03616,2,TOOL-1128,19,19,3.62,11.48,Despatched in full
SO-2024-03616,3,PIPE-1088,56,56,0.48,11.09,Despatched in full
SO-2024-03617,1,ELEC-1204,18,18,25.02,0.71,Despatched in full
SO-2024-03617,2,DRAIN-1158,8,1,102.81,15.03,Short shipped
SO-2024-03617,3,PIPE-1201,13,13,20.05,0.0,Despatched in full
SO-2024-03617,4,DRAIN-1145,13,9,21.59,3.14,Short shipped
SO-2024-03617,5,PIPE-1119,19,19,8.96,15.17,Despatched in full
SO-2024-03617,6,RENW-1087,1,1,1183.25,12.74,Despatched in full
SO-2024-03618,1,HEAT-1016,3,3,515.93,26.19,Despatched in full
SO-2024-03618,2,TOOL-1128,11,11,3.28,19.91,Despatched in full
SO-2024-03618,3,RENW-1000,1,1,1828.88,27.31,Despatched in full
SO-2024-03619,1,VALV-1102,4,4,79.71,18.39,Despatched in full
SO-2024-03619,2,PIPE-1061,38,38,2.94,4.39,Despatched in full
SO-2024-03620,1,PIPE-1070,47,47,19.55,10.32,Despatched in full
SO-2024-03620,2,TOOL-1163,19,19,10.43,5.86,Despatched in full
SO-2024-03620,3,TOOL-1077,7,7,3.59,9.54,Despatched in full
SO-2024-03620,4,HEAT-1124,1,1,945.63,2.21,Despatched in full
SO-2024-03621,1,PIPE-1201,52,52,19.08,4.82,Despatched in full
SO-2024-03621,2,RENW-1100,1,1,651.92,29.75,Despatched in full
SO-2024-03621,3,HEAT-1203,2,2,790.91,11.63,Despatched in full
SO-2024-03621,4,VENT-1095,1,1,192.04,12.31,Despatched in full
SO-2024-03621,5,HEAT-1082,3,3,271.57,10.96,Despatched in full
SO-2024-03621,6,TOOL-1128,10,10,3.76,8.13,Despatched in full
SO-2024-03621,7,DRAIN-1047,7,7,231.6,19.02,Despatched in full
SO-2024-03621,8,PIPE-1119,23,23,10.09,4.44,Despatched in full
SO-2024-03622,1,VENT-1119,2,2,824.26,8.72,Despatched in full
SO-2024-03622,2,VALV-1152,4,4,12.52,1.6,Despatched in full
SO-2024-03622,3,ELEC-1134,15,15,113.0,0.0,Despatched in full
SO-2024-03623,1,VENT-1095,3,3,202.33,7.61,Despatched in full
