sales_order_number,customer_account,warehouse_code,order_date,requested_delivery_date,despatch_date,order_channel,order_status
SO-2025-05735,C1952,DAV,2025-02-25,2025-02-27,2025-02-25,Telephone,Part despatched
SO-2025-05736,C1563,DAV,2025-02-25,2025-02-27,2025-02-25,Telephone,Part despatched
SO-2025-05737,C1923,DAV,2025-02-25,2025-02-27,2025-02-25,Web,Despatched
SO-2025-05738,C1194,DAV,2025-02-25,2025-02-26,2025-02-25,Trade counter,Despatched
SO-2025-05739,C1137,DAV,2025-02-25,2025-02-27,2025-02-26,Trade counter,Despatched
SO-2025-05740,C1097,DAV,2025-02-25,2025-02-28,2025-02-26,Account manager,Part despatched
SO-2025-05741,C1563,DAV,2025-02-25,2025-02-26,2025-02-25,Account manager,Despatched
SO-2025-05742,C1051,WAR,2025-02-25,2025-03-03,2025-02-26,Web,Part despatched
SO-2025-05743,C1790,WAR,2025-02-25,2025-02-28,2025-02-25,Trade counter,Despatched
SO-2025-05744,C1101,WAR,2025-02-25,2025-03-03,2025-02-26,Trade counter,Despatched
SO-2025-05745,C1697,BRS,2025-02-25,2025-02-27,2025-02-27,Web,Despatched
SO-2025-05746,C1697,BRS,2025-02-25,2025-02-26,2025-02-25,Trade counter,Despatched
SO-2025-05747,C1339,BRS,2025-02-25,2025-02-28,2025-02-25,Telephone,Despatched
SO-2025-05748,C1659,BRS,2025-02-25,2025-03-03,2025-02-25,Trade counter,Part despatched
SO-2025-05749,C1411,BRS,2025-02-25,2025-02-26,2025-02-25,Trade counter,Despatched
SO-2025-05750,C1726,LIV,2025-02-25,2025-02-28,2025-02-25,Web,Despatched
SO-2025-05751,C1168,LIV,2025-02-25,2025-03-03,2025-02-25,Trade counter,Despatched
SO-2025-05752,C1159,LIV,2025-02-25,2025-03-03,2025-02-26,Account manager,Despatched
SO-2025-05753,C1521,DAV,2025-02-26,2025-03-04,2025-02-26,Account manager,Despatched
SO-2025-05754,C1629,DAV,2025-02-26,2025-02-27,2025-02-26,Trade counter,Despatched
SO-2025-05755,C1728,DAV,2025-02-26,2025-02-27,2025-02-26,Telephone,Despatched
SO-2025-05756,C1104,DAV,2025-02-26,2025-03-04,2025-02-26,Trade counter,Part despatched
SO-2025-05757,C1227,DAV,2025-02-26,2025-02-27,2025-02-26,Web,Part despatched
SO-2025-05758,C1316,DAV,2025-02-26,2025-02-27,2025-02-26,Telephone,Despatched
SO-2025-05759,C1255,DAV,2025-02-26,2025-02-27,2025-02-26,Account manager,Despatched
SO-2025-05760,C1389,DAV,2025-02-26,2025-02-27,2025-03-03,Trade counter,Despatched
SO-2025-05761,C1486,DAV,2025-02-26,2025-03-04,2025-02-26,Trade counter,Despatched
SO-2025-05762,C1051,WAR,2025-02-26,2025-03-03,2025-02-26,Telephone,Part despatched
SO-2025-05763,C1730,WAR,2025-02-26,2025-02-27,2025-02-26,Telephone,Despatched
SO-2025-05764,C1287,WAR,2025-02-26,2025-02-27,2025-02-27,Telephone,Despatched
SO-2025-05765,C1535,WAR,2025-02-26,2025-02-28,2025-02-26,Trade counter,Despatched
SO-2025-05766,C1044,BRS,2025-02-26,2025-03-03,2025-02-26,Telephone,Despatched
SO-2025-05767,C1374,BRS,2025-02-26,2025-03-03,2025-02-28,Telephone,Despatched
SO-2025-05768,C1664,BRS,2025-02-26,2025-02-27,2025-02-26,Account manager,Despatched
SO-2025-05769,C1357,LIV,2025-02-26,2025-02-28,2025-02-26,Telephone,Part despatched
SO-2025-05770,C1593,DAV,2025-02-27,2025-02-28,2025-02-27,Trade counter,Despatched
SO-2025-05771,C1253,DAV,2025-02-27,2025-02-28,2025-02-27,Web,Despatched
SO-2025-05772,C1952,DAV,2025-02-27,2025-03-03,2025-02-28,Trade counter,Despatched
SO-2025-05773,C1371,DAV,2025-02-27,2025-03-04,2025-02-27,Trade counter,Despatched
SO-2025-05774,C1389,DAV,2025-02-27,2025-03-05,2025-02-27,Web,Part despatched
SO-2025-05775,C1300,DAV,2025-02-27,2025-03-05,2025-02-27,Account manager,Despatched
SO-2025-05776,C1569,DAV,2025-02-27,2025-03-03,2025-02-27,Web,Part despatched
SO-2025-05777,C1788,DAV,2025-02-27,2025-03-04,2025-02-27,Trade counter,Part despatched
SO-2025-05778,C1057,WAR,2025-02-27,2025-03-04,2025-02-27,Trade counter,Despatched
SO-2025-05779,C1560,WAR,2025-02-27,2025-03-05,2025-02-27,Telephone,Despatched
SO-2025-05780,C1871,WAR,2025-02-27,2025-03-04,2025-02-28,Account manager,Despatched
SO-2025-05781,C1790,WAR,2025-02-27,2025-02-28,2025-02-27,Web,Despatched
SO-2025-05782,C1234,WAR,2025-02-27,2025-03-03,2025-02-27,Account manager,Part despatched
SO-2025-05783,C1051,WAR,2025-02-27,2025-03-05,2025-02-27,Trade counter,Part despatched
SO-2025-05784,C1822,WAR,2025-02-27,2025-03-04,2025-02-27,Trade counter,Despatched
SO-2025-05785,C1581,WAR,2025-02-27,2025-03-03,2025-02-27,Web,Part despatched
SO-2025-05786,C1032,WAR,2025-02-27,2025-03-04,2025-03-04,Trade counter,Despatched
SO-2025-05787,C1557,BRS,2025-02-27,2025-02-28,2025-02-27,Account manager,Despatched
SO-2025-05788,C1139,BRS,2025-02-27,2025-03-05,2025-02-27,Trade counter,Part despatched
SO-2025-05789,C1374,BRS,2025-02-27,2025-03-03,2025-02-27,Telephone,Despatched
SO-2025-05790,C1970,BRS,2025-02-27,2025-03-03,2025-02-27,Telephone,Despatched
SO-2025-05791,C1374,BRS,2025-02-27,2025-03-04,2025-02-27,Telephone,Despatched
SO-2025-05792,C1697,BRS,2025-02-27,2025-03-04,2025-02-27,Trade counter,Despatched
SO-2025-05793,C1302,BRS,2025-02-27,2025-03-04,2025-02-27,Trade counter,Despatched
SO-2025-05794,C1302,BRS,2025-02-27,2025-03-05,2025-02-27,Telephone,Despatched
SO-2025-05795,C1085,LIV,2025-02-27,2025-02-28,2025-02-27,Trade counter,Despatched
SO-2025-05796,C1160,LIV,2025-02-27,2025-03-05,2025-02-27,Account manager,Despatched
SO-2025-05797,C1209,DAV,2025-02-28,2025-03-04,2025-02-28,Telephone,Despatched
SO-2025-05798,C1035,DAV,2025-02-28,2025-03-05,2025-03-05,Telephone,Despatched
SO-2025-05799,C1486,DAV,2025-02-28,2025-03-03,2025-02-28,Web,Despatched
SO-2025-05800,C1097,DAV,2025-02-28,2025-03-03,2025-02-28,Account manager,Part despatched
SO-2025-05801,C1367,DAV,2025-02-28,2025-03-03,2025-03-03,Telephone,Despatched
SO-2025-05802,C1844,WAR,2025-02-28,2025-03-03,2025-02-28,Trade counter,Despatched
SO-2025-05803,C1051,WAR,2025-02-28,2025-03-06,2025-03-03,Trade counter,Despatched
SO-2025-05804,C1215,WAR,2025-02-28,2025-03-03,2025-02-28,Web,Despatched
SO-2025-05805,C1558,WAR,2025-02-28,2025-03-05,2025-02-28,Trade counter,Despatched
SO-2025-05806,C1866,WAR,2025-02-28,2025-03-05,2025-03-03,Telephone,Part despatched
SO-2025-05807,C1464,WAR,2025-02-28,2025-03-04,2025-02-28,Telephone,Despatched
SO-2025-05808,C1535,WAR,2025-02-28,2025-03-05,2025-02-28,Trade counter,Despatched
SO-2025-05809,C1207,WAR,2025-02-28,2025-03-04,2025-03-03,Telephone,Despatched
SO-2025-05810,C1398,WAR,2025-02-28,2025-03-05,2025-03-03,Trade counter,Part despatched
SO-2025-05811,C1802,WAR,2025-02-28,2025-03-03,2025-03-04,Trade counter,Despatched
SO-2025-05812,C1212,BRS,2025-02-28,2025-03-04,2025-02-28,Trade counter,Part despatched
SO-2025-05813,C1541,BRS,2025-02-28,2025-03-03,2025-02-28,Account manager,Despatched
SO-2025-05814,C1463,BRS,2025-02-28,2025-03-06,2025-02-28,Trade counter,Despatched
SO-2025-05815,C1044,BRS,2025-02-28,2025-03-03,2025-03-03,Web,Despatched
SO-2025-05816,C1339,BRS,2025-02-28,2025-03-06,2025-03-03,Trade counter,Part despatched
SO-2025-05817,C1374,BRS,2025-02-28,2025-03-06,2025-02-28,Telephone,Despatched
SO-2025-05818,C1147,BRS,2025-02-28,2025-03-03,2025-02-28,Web,Despatched
SO-2025-05819,C1302,BRS,2025-02-28,2025-03-03,2025-02-28,Web,Part despatched
SO-2025-05820,C1432,LIV,2025-02-28,2025-03-05,2025-02-28,Trade counter,Despatched
SO-2025-05821,C1426,DAV,2025-03-03,2025-03-07,2025-03-03,Telephone,Despatched
SO-2025-05822,C1094,DAV,2025-03-03,2025-03-04,2025-03-04,Trade counter,Despatched
SO-2025-05823,C1278,DAV,2025-03-03,2025-03-07,2025-03-03,Trade counter,Part despatched
SO-2025-05824,C1648,DAV,2025-03-03,2025-03-06,2025-03-04,Account manager,Part despatched
SO-2025-05825,C1923,DAV,2025-03-03,2025-03-05,2025-03-04,Telephone,Despatched
SO-2025-05826,C1191,DAV,2025-03-03,2025-03-05,2025-03-03,Telephone,Part despatched
SO-2025-05827,C1429,DAV,2025-03-03,2025-03-06,2025-03-03,Trade counter,Despatched
SO-2025-05828,C1078,DAV,2025-03-03,2025-03-04,2025-03-03,Telephone,Despatched
SO-2025-05829,C1255,DAV,2025-03-03,2025-03-05,2025-03-05,Web,Part despatched
SO-2025-05830,C1398,WAR,2025-03-03,2025-03-07,2025-03-04,Account manager,Despatched
SO-2025-05831,C1010,WAR,2025-03-03,2025-03-04,2025-03-04,Web,Despatched
SO-2025-05832,C1463,BRS,2025-03-03,2025-03-04,2025-03-06,Web,Part despatched
SO-2025-05833,C1741,BRS,2025-03-03,2025-03-06,2025-03-05,Web,Despatched
SO-2025-05834,C1697,BRS,2025-03-03,2025-03-06,2025-03-04,Account manager,Part despatched
SO-2025-05835,C1107,BRS,2025-03-03,2025-03-06,2025-03-03,Telephone,Despatched
SO-2025-05836,C1475,BRS,2025-03-03,2025-03-04,2025-03-04,Trade counter,Despatched
SO-2025-05837,C1168,LIV,2025-03-03,2025-03-06,2025-03-03,Trade counter,Part despatched
SO-2025-05838,C1821,LIV,2025-03-03,2025-03-04,2025-03-03,Telephone,Despatched
SO-2025-05839,C1817,LIV,2025-03-03,2025-03-04,2025-03-03,Web,Despatched
SO-2025-05840,C1085,LIV,2025-03-03,2025-03-06,2025-03-05,Trade counter,Part despatched
SO-2025-05841,C1434,DAV,2025-03-04,2025-03-10,2025-03-04,Web,Despatched
SO-2025-05842,C1554,DAV,2025-03-04,2025-03-05,2025-03-05,Account manager,Despatched
SO-2025-05843,C1276,DAV,2025-03-04,2025-03-06,2025-03-05,Telephone,Despatched
SO-2025-05844,C1137,DAV,2025-03-04,2025-03-05,2025-03-04,Trade counter,Despatched
SO-2025-05845,C1447,DAV,2025-03-04,2025-03-06,2025-03-05,Trade counter,Despatched
SO-2025-05846,C1307,DAV,2025-03-04,2025-03-05,2025-03-04,Account manager,Despatched
SO-2025-05847,C1255,DAV,2025-03-04,2025-03-07,2025-03-06,Account manager,Part despatched
SO-2025-05848,C1367,DAV,2025-03-04,2025-03-10,2025-03-04,Trade counter,Despatched
SO-2025-05849,C1560,WAR,2025-03-04,2025-03-07,2025-03-05,Trade counter,Despatched
SO-2025-05850,C1051,WAR,2025-03-04,2025-03-05,2025-03-04,Trade counter,Despatched
SO-2025-05851,C1032,WAR,2025-03-04,2025-03-10,2025-03-04,Trade counter,Despatched
SO-2025-05852,C1234,WAR,2025-03-04,2025-03-10,2025-03-04,Telephone,Despatched
SO-2025-05853,C1051,WAR,2025-03-04,2025-03-06,2025-03-05,Trade counter,Despatched
SO-2025-05854,C1339,BRS,2025-03-04,2025-03-05,2025-03-04,Trade counter,Despatched
SO-2025-05855,C1512,DAV,2025-03-05,2025-03-06,2025-03-06,Account manager,Despatched
SO-2025-05856,C1728,DAV,2025-03-05,2025-03-07,2025-03-05,Trade counter,Despatched
SO-2025-05857,C1145,DAV,2025-03-05,2025-03-07,2025-03-05,Trade counter,Despatched
SO-2025-05858,C1599,DAV,2025-03-05,2025-03-10,2025-03-05,Trade counter,Despatched
SO-2025-05859,C1429,DAV,2025-03-05,2025-03-10,2025-03-05,Telephone,Despatched
SO-2025-05860,C1385,DAV,2025-03-05,2025-03-07,2025-03-06,Trade counter,Despatched
SO-2025-05861,C1531,DAV,2025-03-05,2025-03-06,2025-03-06,Telephone,Despatched
SO-2025-05862,C1636,DAV,2025-03-05,2025-03-06,2025-03-05,Telephone,Part despatched
SO-2025-05863,C1441,WAR,2025-03-05,2025-03-11,2025-03-05,Telephone,Despatched
SO-2025-05864,C1591,WAR,2025-03-05,2025-03-10,2025-03-05,Web,Despatched
SO-2025-05865,C1697,BRS,2025-03-05,2025-03-11,2025-03-05,Web,Despatched
SO-2025-05866,C1563,DAV,2025-03-06,2025-03-11,2025-03-10,Trade counter,Despatched
SO-2025-05867,C1796,DAV,2025-03-06,2025-03-10,2025-03-07,Web,Part despatched
SO-2025-05868,C1898,DAV,2025-03-06,2025-03-12,2025-03-06,Web,Despatched
SO-2025-05869,C1890,DAV,2025-03-06,2025-03-11,2025-03-06,Trade counter,Despatched
SO-2025-05870,C1841,DAV,2025-03-06,2025-03-10,2025-03-06,Telephone,Despatched
SO-2025-05871,C1734,DAV,2025-03-06,2025-03-12,2025-03-06,Trade counter,Despatched
SO-2025-05872,C1145,DAV,2025-03-06,2025-03-07,2025-03-06,Trade counter,Part despatched
SO-2025-05873,C1802,WAR,2025-03-06,2025-03-11,2025-03-06,Telephone,Despatched
SO-2025-05874,C1441,WAR,2025-03-06,2025-03-07,2025-03-07,Web,Despatched
SO-2025-05875,C1238,BRS,2025-03-06,2025-03-10,2025-03-06,Telephone,Part despatched
SO-2025-05876,C1044,BRS,2025-03-06,2025-03-10,2025-03-06,Account manager,Part despatched
SO-2025-05877,C1904,LIV,2025-03-06,2025-03-11,2025-03-06,Trade counter,Despatched
SO-2025-05878,C1853,LIV,2025-03-06,2025-03-10,2025-03-06,Telephone,Despatched
SO-2025-05879,C1964,LIV,2025-03-06,2025-03-11,2025-03-06,Telephone,Despatched
SO-2025-05880,C1159,LIV,2025-03-06,2025-03-10,2025-03-06,Trade counter,Despatched
SO-2025-05881,C1726,LIV,2025-03-06,2025-03-07,2025-03-06,Telephone,Part despatched
SO-2025-05882,C1085,LIV,2025-03-06,2025-03-07,2025-03-06,Trade counter,Part despatched
SO-2025-05883,C1985,DAV,2025-03-07,2025-03-13,2025-03-07,Account manager,Despatched
SO-2025-05884,C1276,DAV,2025-03-07,2025-03-11,2025-03-07,Telephone,Part despatched
SO-2025-05885,C1145,DAV,2025-03-07,2025-03-12,2025-03-11,Trade counter,Part despatched
SO-2025-05886,C1559,DAV,2025-03-07,2025-03-11,2025-03-10,Telephone,Part despatched
SO-2025-05887,C1145,DAV,2025-03-07,2025-03-12,2025-03-10,Trade counter,Despatched
SO-2025-05888,C1936,DAV,2025-03-07,2025-03-12,2025-03-07,Telephone,Despatched
SO-2025-05889,C1201,DAV,2025-03-07,2025-03-13,2025-03-07,Trade counter,Part despatched
SO-2025-05890,C1593,DAV,2025-03-07,2025-03-12,2025-03-10,Web,Despatched
SO-2025-05891,C1366,DAV,2025-03-07,2025-03-11,2025-03-07,Trade counter,Despatched
SO-2025-05892,C1660,DAV,2025-03-07,2025-03-13,2025-03-07,Telephone,Despatched
SO-2025-05893,C1429,DAV,2025-03-07,2025-03-10,2025-03-07,Trade counter,Despatched
SO-2025-05894,C1234,WAR,2025-03-07,2025-03-10,2025-03-07,Trade counter,Part despatched
SO-2025-05895,C1215,WAR,2025-03-07,2025-03-11,2025-03-07,Account manager,Despatched
SO-2025-05896,C1844,WAR,2025-03-07,2025-03-10,2025-03-07,Web,Despatched
SO-2025-05897,C1651,WAR,2025-03-07,2025-03-13,2025-03-07,Telephone,Part despatched
SO-2025-05898,C1001,WAR,2025-03-07,2025-03-10,2025-03-07,Account manager,Despatched
SO-2025-05899,C1560,WAR,2025-03-07,2025-03-10,2025-03-07,Trade counter,Despatched
SO-2025-05900,C1790,WAR,2025-03-07,2025-03-12,2025-03-07,Telephone,Despatched
SO-2025-05901,C1505,BRS,2025-03-07,2025-03-13,2025-03-07,Web,Despatched
SO-2025-05902,C1212,BRS,2025-03-07,2025-03-13,2025-03-07,Web,Despatched
SO-2025-05903,C1505,BRS,2025-03-07,2025-03-13,2025-03-10,Trade counter,Part despatched
SO-2025-05904,C1343,BRS,2025-03-07,2025-03-12,2025-03-07,Web,Part despatched
SO-2025-05905,C1159,LIV,2025-03-07,2025-03-12,2025-03-07,Web,Despatched
SO-2025-05906,C1038,LIV,2025-03-07,2025-03-10,2025-03-07,Telephone,Despatched
SO-2025-05907,C1593,DAV,2025-03-10,2025-03-14,2025-03-10,Trade counter,Despatched
SO-2025-05908,C1255,DAV,2025-03-10,2025-03-13,2025-03-11,Account manager,Despatched
SO-2025-05909,C1078,DAV,2025-03-10,2025-03-14,2025-03-12,Telephone,Despatched
SO-2025-05910,C1491,DAV,2025-03-10,2025-03-14,2025-03-10,Telephone,Despatched
SO-2025-05911,C1593,DAV,2025-03-10,2025-03-14,2025-03-10,Telephone,Part despatched
SO-2025-05912,C1429,DAV,2025-03-10,2025-03-14,2025-03-10,Web,Part despatched
SO-2025-05913,C1098,DAV,2025-03-10,2025-03-12,2025-03-11,Telephone,Despatched
SO-2025-05914,C1844,WAR,2025-03-10,2025-03-13,2025-03-12,Trade counter,Despatched
SO-2025-05915,C1948,WAR,2025-03-10,2025-03-11,2025-03-10,Telephone,Despatched
SO-2025-05916,C1651,WAR,2025-03-10,2025-03-14,2025-03-10,Web,Despatched
SO-2025-05917,C1376,WAR,2025-03-10,2025-03-12,2025-03-10,Trade counter,Despatched
SO-2025-05918,C1844,WAR,2025-03-10,2025-03-11,2025-03-10,Telephone,Despatched
SO-2025-05919,C1207,WAR,2025-03-10,2025-03-14,2025-03-10,Trade counter,Despatched
SO-2025-05920,C1724,WAR,2025-03-10,2025-03-11,2025-03-10,Telephone,Despatched
SO-2025-05921,C1948,WAR,2025-03-10,2025-03-12,2025-03-11,Web,Despatched
SO-2025-05922,C1474,WAR,2025-03-10,2025-03-12,2025-03-11,Trade counter,Despatched
SO-2025-05923,C1955,WAR,2025-03-10,2025-03-14,2025-03-10,Trade counter,Despatched
SO-2025-05924,C1156,WAR,2025-03-10,2025-03-11,2025-03-12,Web,Part despatched
SO-2025-05925,C1258,BRS,2025-03-10,2025-03-14,2025-03-10,Telephone,Despatched
SO-2025-05926,C1505,BRS,2025-03-10,2025-03-11,2025-03-10,Trade counter,Despatched
SO-2025-05927,C1212,BRS,2025-03-10,2025-03-13,2025-03-11,Account manager,Despatched
SO-2025-05928,C1659,BRS,2025-03-10,2025-03-12,2025-03-10,Telephone,Part despatched
SO-2025-05929,C1069,LIV,2025-03-10,2025-03-11,2025-03-10,Web,Despatched
SO-2025-05930,C1321,LIV,2025-03-10,2025-03-11,2025-03-10,Telephone,Despatched
SO-2025-05931,C1938,DAV,2025-03-11,2025-03-17,2025-03-14,Trade counter,Despatched
SO-2025-05932,C1372,DAV,2025-03-11,2025-03-13,2025-03-13,Telephone,Part despatched
SO-2025-05933,C1145,DAV,2025-03-11,2025-03-14,2025-03-11,Account manager,Part despatched
SO-2025-05934,C1744,DAV,2025-03-11,2025-03-13,2025-03-12,Account manager,Despatched
SO-2025-05935,C1971,DAV,2025-03-11,2025-03-17,2025-03-11,Web,Despatched
SO-2025-05936,C1204,WAR,2025-03-11,2025-03-17,2025-03-12,Account manager,Despatched
SO-2025-05937,C1871,WAR,2025-03-11,2025-03-14,2025-03-11,Web,Despatched
SO-2025-05938,C1839,WAR,2025-03-11,2025-03-17,2025-03-11,Telephone,Despatched
SO-2025-05939,C1215,WAR,2025-03-11,2025-03-12,2025-03-11,Web,Part despatched
SO-2025-05940,C1398,WAR,2025-03-11,2025-03-12,2025-03-11,Web,Despatched
SO-2025-05941,C1501,BRS,2025-03-11,2025-03-13,2025-03-11,Trade counter,Despatched
SO-2025-05942,C1330,BRS,2025-03-11,2025-03-14,2025-03-13,Web,Part despatched
SO-2025-05943,C1498,BRS,2025-03-11,2025-03-17,2025-03-12,Trade counter,Despatched
SO-2025-05944,C1343,BRS,2025-03-11,2025-03-12,2025-03-11,Trade counter,Despatched
SO-2025-05945,C1147,BRS,2025-03-11,2025-03-13,2025-03-11,Trade counter,Despatched
SO-2025-05946,C1343,BRS,2025-03-11,2025-03-14,2025-03-11,Trade counter,Despatched
SO-2025-05947,C1619,BRS,2025-03-11,2025-03-13,2025-03-11,Trade counter,Despatched
SO-2025-05948,C1835,LIV,2025-03-11,2025-03-13,2025-03-11,Web,Part despatched
SO-2025-05949,C1033,LIV,2025-03-11,2025-03-13,2025-03-11,Trade counter,Despatched
SO-2025-05950,C1038,LIV,2025-03-11,2025-03-14,2025-03-12,Account manager,Despatched
SO-2025-05951,C1109,LIV,2025-03-11,2025-03-12,2025-03-11,Trade counter,Despatched
SO-2025-05952,C1085,LIV,2025-03-11,2025-03-13,2025-03-11,Trade counter,Despatched
SO-2025-05953,C1447,DAV,2025-03-12,2025-03-14,2025-03-14,Web,Despatched
SO-2025-05954,C1389,DAV,2025-03-12,2025-03-14,2025-03-13,Web,Despatched
SO-2025-05955,C1800,DAV,2025-03-12,2025-03-13,2025-03-13,Telephone,Despatched
SO-2025-05956,C1704,DAV,2025-03-12,2025-03-17,2025-03-12,Telephone,Despatched
SO-2025-05957,C1488,DAV,2025-03-12,2025-03-14,2025-03-12,Account manager,Despatched
SO-2025-05958,C1270,DAV,2025-03-12,2025-03-17,2025-03-13,Account manager,Despatched
SO-2025-05959,C1366,DAV,2025-03-12,2025-03-18,2025-03-13,Trade counter,Part despatched
SO-2025-05960,C1078,DAV,2025-03-12,2025-03-17,2025-03-13,Web,Despatched
SO-2025-05961,C1194,DAV,2025-03-12,2025-03-13,2025-03-14,Web,Despatched
SO-2025-05962,C1051,WAR,2025-03-12,2025-03-14,2025-03-12,Telephone,Part despatched
SO-2025-05963,C1123,WAR,2025-03-12,2025-03-17,2025-03-12,Account manager,Despatched
SO-2025-05964,C1346,WAR,2025-03-12,2025-03-18,2025-03-12,Telephone,Despatched
SO-2025-05965,C1679,WAR,2025-03-12,2025-03-18,2025-03-13,Telephone,Despatched
SO-2025-05966,C1783,BRS,2025-03-12,2025-03-17,2025-03-12,Telephone,Part despatched
SO-2025-05967,C1044,BRS,2025-03-12,2025-03-17,2025-03-12,Telephone,Despatched
SO-2025-05968,C1238,BRS,2025-03-12,2025-03-17,2025-03-12,Telephone,Part despatched
SO-2025-05969,C1546,BRS,2025-03-12,2025-03-18,2025-03-12,Trade counter,Despatched
SO-2025-05970,C1343,BRS,2025-03-12,2025-03-13,2025-03-12,Trade counter,Part despatched
SO-2025-05971,C1168,LIV,2025-03-12,2025-03-14,2025-03-12,Trade counter,Despatched
SO-2025-05972,C1817,LIV,2025-03-12,2025-03-17,2025-03-13,Trade counter,Despatched
SO-2025-05973,C1941,LIV,2025-03-12,2025-03-18,2025-03-12,Web,Part despatched
SO-2025-05974,C1278,DAV,2025-03-13,2025-03-19,2025-03-13,Trade counter,Despatched
SO-2025-05975,C1255,DAV,2025-03-13,2025-03-14,2025-03-17,Telephone,Despatched
SO-2025-05976,C1985,DAV,2025-03-13,2025-03-14,2025-03-13,Telephone,Part despatched
SO-2025-05977,C1194,DAV,2025-03-13,2025-03-18,2025-03-13,Web,Despatched
SO-2025-05978,C1236,DAV,2025-03-13,2025-03-18,2025-03-13,Telephone,Despatched
SO-2025-05979,C1669,DAV,2025-03-13,2025-03-19,2025-03-13,Trade counter,Despatched
SO-2025-05980,C1760,DAV,2025-03-13,2025-03-18,2025-03-13,Trade counter,Despatched
SO-2025-05981,C1035,DAV,2025-03-13,2025-03-17,2025-03-13,Telephone,Part despatched
SO-2025-05982,C1563,DAV,2025-03-13,2025-03-17,2025-03-14,Trade counter,Part despatched
SO-2025-05983,C1748,DAV,2025-03-13,2025-03-19,2025-03-14,Account manager,Despatched
SO-2025-05984,C1194,DAV,2025-03-13,2025-03-19,2025-03-13,Trade counter,Despatched
SO-2025-05985,C1521,DAV,2025-03-13,2025-03-14,2025-03-13,Web,Despatched
SO-2025-05986,C1354,DAV,2025-03-13,2025-03-14,2025-03-13,Web,Despatched
SO-2025-05987,C1765,DAV,2025-03-13,2025-03-17,2025-03-13,Account manager,Part despatched
SO-2025-05988,C1215,WAR,2025-03-13,2025-03-18,2025-03-13,Telephone,Despatched
SO-2025-05989,C1057,WAR,2025-03-13,2025-03-17,2025-03-14,Trade counter,Despatched
SO-2025-05990,C1075,WAR,2025-03-13,2025-03-18,2025-03-13,Account manager,Part despatched
SO-2025-05991,C1651,WAR,2025-03-13,2025-03-18,2025-03-13,Trade counter,Despatched
SO-2025-05992,C1338,BRS,2025-03-13,2025-03-19,2025-03-13,Trade counter,Despatched
SO-2025-05993,C1115,BRS,2025-03-13,2025-03-14,2025-03-13,Trade counter,Part despatched
SO-2025-05994,C1151,BRS,2025-03-13,2025-03-14,2025-03-13,Trade counter,Despatched
SO-2025-05995,C1697,BRS,2025-03-13,2025-03-18,2025-03-13,Web,Despatched
SO-2025-05996,C1475,BRS,2025-03-13,2025-03-17,2025-03-13,Telephone,Part despatched
SO-2025-05997,C1505,BRS,2025-03-13,2025-03-14,2025-03-13,Trade counter,Despatched
SO-2025-05998,C1151,BRS,2025-03-13,2025-03-14,2025-03-13,Trade counter,Despatched
SO-2025-05999,C1247,BRS,2025-03-13,2025-03-18,2025-03-17,Telephone,Despatched
SO-2025-06000,C1466,LIV,2025-03-13,2025-03-19,2025-03-13,Account manager,Despatched
SO-2025-06001,C1159,LIV,2025-03-13,2025-03-14,2025-03-13,Trade counter,Despatched
SO-2025-06002,C1566,LIV,2025-03-13,2025-03-19,2025-03-13,Trade counter,Despatched
SO-2025-06003,C1975,LIV,2025-03-13,2025-03-17,2025-03-13,Web,Despatched
SO-2025-06004,C1422,LIV,2025-03-13,2025-03-14,2025-03-13,Account manager,Part despatched
SO-2025-06005,C1936,DAV,2025-03-14,2025-03-18,2025-03-14,Web,Part despatched
SO-2025-06006,C1744,DAV,2025-03-14,2025-03-18,2025-03-17,Trade counter,Despatched
SO-2025-06007,C1728,DAV,2025-03-14,2025-03-18,2025-03-14,Telephone,Despatched
SO-2025-06008,C1818,DAV,2025-03-14,2025-03-20,2025-03-14,Trade counter,Despatched
SO-2025-06009,C1850,WAR,2025-03-14,2025-03-18,2025-03-14,Telephone,Despatched
SO-2025-06010,C1464,WAR,2025-03-14,2025-03-19,2025-03-14,Web,Despatched
SO-2025-06011,C1872,WAR,2025-03-14,2025-03-18,2025-03-14,Trade counter,Despatched
SO-2025-06012,C1154,WAR,2025-03-14,2025-03-20,2025-03-14,Trade counter,Despatched
SO-2025-06013,C1460,WAR,2025-03-14,2025-03-20,2025-03-14,Trade counter,Despatched
SO-2025-06014,C1651,WAR,2025-03-14,2025-03-18,2025-03-14,Account manager,Despatched
SO-2025-06015,C1212,BRS,2025-03-14,2025-03-18,2025-03-19,Trade counter,Despatched
SO-2025-06016,C1339,BRS,2025-03-14,2025-03-18,2025-03-17,Telephone,Despatched
SO-2025-06017,C1726,LIV,2025-03-14,2025-03-17,2025-03-17,Account manager,Part despatched
SO-2025-06018,C1191,DAV,2025-03-17,2025-03-21,2025-03-17,Telephone,Despatched
SO-2025-06019,C1366,DAV,2025-03-17,2025-03-21,2025-03-19,Trade counter,Despatched
SO-2025-06020,C1985,DAV,2025-03-17,2025-03-21,2025-03-17,Trade counter,Part despatched
SO-2025-06021,C1104,DAV,2025-03-17,2025-03-20,2025-03-17,Web,Despatched
SO-2025-06022,C1728,DAV,2025-03-17,2025-03-18,2025-03-17,Web,Despatched
SO-2025-06023,C1367,DAV,2025-03-17,2025-03-18,2025-03-17,Account manager,Despatched
